hisse,t_is_hac,t_p_akısı,i_hac_oranı,h_b_p_g
altny,1263828579,132548332.0,10.0,1.82
asels,13214169365,2470072886.0,19.0,82.24
reedr,268234976,31171025.0,12.0,0.9
miatk,2998447713,-667682114.0,-22.0,-9.35
sdttr,822917368,299213598.0,36.0,91.18
ingrm,93360438,-5238607.0,-6.0,-26.44
atatp,251638238,-18425140.0,-7.000000000000001,-11.67
alctl,51381754,10097301.0,20.0,25.6
karel,709737214,54362553.0,8.0,0.97
aztek,161017620,5694578.0,4.0,0.17
httbt,54580310,-10094752.0,-18.0,-7.85
logo,211095962,43066660.0,20.0,31.61
ardyz,363124769,11463781.0,3.0,1.84
indes,111684493,5373099.0,5.0,0.52
mobtl,286296248,-44281506.0,-15.0,-2.07
penta,123204458,4713623.0,4.0,0.58
netas,55126424,9673665.0,18.0,11.85
arena,397857671,-45458487.0,-11.0,-3.92
escom,332608849,-28595134.0,-9.0,-0.51
papil,304751322,5544218.0,2.0,0.3
forte,136626490,-11435615.0,-8.0,-8.43
link,398623484,66012391.0,17.0,1.02
vbtyz,94157563,1316730.0,1.0,0.32
fonet,343871744,-29065098.0,-8.0,-0.46
mtrks,31018456,4375120.0,14.000000000000002,3.48
edata,210345254,22064945.0,10.0,2.51
kfein,47020782,-188039.0,-0.0,-0.04
pkart,195996550,74503736.0,38.0,61.57
obase,26429015,-116287.0,-0.0,-0.17
kront,71136781,15056671.0,21.0,4.33
smart,134897318,5314042.0,4.0,1.44
dgate,64416208,-7738539.0,-12.0,-11.64
despc,15796199,-884473.0,-6.0,-2.4
manas,2107809823,-78339208.0,-4.0,-1.11
odine,640127555,-81199782.0,-13.0,-155.54
patek,1015987636,148546709.0,15.0,3.64
hisse,t_is_hac,t_p_akısı,i_hac_oranı,h_b_p_g
trgyo,284403535,70468643.0,25.0,25.05
ekgyo,3223336942,316815456.0,10.0,2.07
zrgyo,19961097,-908166.0,-5.0,-0.99
srvgy,167662057,20872771.0,12.0,0.44
rygyo,89614015,4154558.0,5.0,1.46
isgyo,43866315,5608262.0,13.0,2.6
basgz,57406736,-4902947.0,-9.0,-4.18
aksgy,90551349,16267280.0,18.0,1.67
ozkgy,147883371,-14958680.0,-10.0,-1.3
dggyo,2557059,-803.0,-0.0,-0.01
psgyo,514563120,-4438028.0,-1.0,-0.03
yggyo,90280303,28913647.0,32.0,76.1
akmgy,16896705,-997810.0,-6.0,-15.51
asgyo,108188563,-18122566.0,-17.0,-2.06
hlgyo,289290482,31237963.0,11.0,0.66
adgyo,64296801,-1205944.0,-2.0,-1.13
akfgy,97144887,20225653.0,21.0,0.63
tsgyo,18667739,65412.0,0.0,0.02
surgy,1187248565,-316652400.0,-27.0,-19.36
klgyo,121042337,11887720.0,10.0,0.52
algyo,1112403547,108547308.0,10.0,0.69
kzbgy,258607689,-30296795.0,-12.0,-0.4
sngyo,124758281,11548986.0,9.0,0.34
vkgyo,112005270,36498720.0,33.0,0.91
pekgy,4516126494,1162145008.0,26.0,4.38
fzlgy,231337808,22835753.0,10.0,1.46
begyo,55333706,471188.0,1.0,0.04
segyo,68546354,-10865070.0,-16.0,-0.78
pehol,3485026532,-438955733.0,-13.0,-3.22
nugyo,19420041,4179760.0,22.0,2.11
agyo,9202071,2122513.0,23.0,2.08
dzgyo,36130103,4069501.0,11.0,0.91
msgyo,35294112,-4482172.0,-13.0,-0.88
mrgyo,278876375,26248707.0,9.0,0.18
krgyo,31758172,8436207.0,27.0,0.77
ozgyo,32670801,5961293.0,18.0,0.41
kgyo,252983965,-26365707.0,-10.0,-1.35
avgyo,16082282,1968749.0,12.0,1.58
tdgyo,18518352,451043.0,2.0,0.42
atagy,3333300,-110194.0,-3.0,-0.43
idgyo,10484986,2678286.0,26.0,0.83
mhrgy,29408408,4366173.0,15.0,0.56
avpgy,92159342,-10227498.0,-11.0,-6.91
vrgyo,75488818,10721511.0,14.000000000000002,0.35
hisse,t_is_hac,t_p_akısı,i_hac_oranı,h_b_p_g
trgyo,281367528,68085839.0,24.0,24.46
ekgyo,3202033462,319115293.0,10.0,2.1
zrgyo,20632689,-908166.0,-4.0,-0.96
srvgy,167662057,20872771.0,12.0,0.44
rygyo,87136684,3441119.0,4.0,1.24
isgyo,43866315,5608262.0,13.0,2.6
basgz,57406736,-4902947.0,-9.0,-4.18
aksgy,90551349,16267280.0,18.0,1.67
ozkgy,147470108,-14958680.0,-10.0,-1.3
dggyo,2557059,-803.0,-0.0,-0.01
psgyo,505100609,-4438028.0,-1.0,-0.03
hisse,t_is_hac,t_p_akısı,i_hac_oranı,h_b_p_g
trgyo,281367528,68085839.0,24.0,24.46
ekgyo,3202033462,319115293.0,10.0,2.1
zrgyo,19961097,-908166.0,-5.0,-0.99
srvgy,168262250,20291190.0,12.0,0.42
rygyo,87136684,3441119.0,4.0,1.24
isgyo,43866315,5608262.0,13.0,2.6
hisse,t_is_hac,t_p_akısı,i_hac_oranı,h_b_p_g
garan,9980667928,368338147.0,4.0,4.97
isctr,16777643999,568551715.0,3.0,0.49
halkb,1829207350,107722401.0,6.0,2.23
vakbn,3350537036,84310527.0,3.0,0.8
akbnk,19116074586,1044783428.0,5.0,4.04
skbnk,453473285,-23594056.0,-5.0,-0.68
albrk,284296192,61249443.0,22.0,1.88
ykbnk,13498409704,1806377880.0,13.0,5.02
hisse,t_is_hac,t_p_akısı,i_hac_oranı,h_b_p_g
trgyo,281367528,68085839.0,24.0,24.46
ekgyo,3202033462,319115293.0,10.0,2.1
zrgyo,19961097,-908166.0,-5.0,-0.99
