tekno,24788410180.8,268038636.2,1.1,26,10
gyo,18855565992.1,1387079752.9,7.4,29,17
banka,33393596239.3,3196267159.4,9.6,7,1
bist30,131934717742.2,3574133913.3,2.7,17,8
harz,68593397147.0,3737577118.0,5.4,51,43
bist500,230428884104.9,7753162797.7,3.4,242,151
enerji,17846948013.3,1626417258.2,9.1,23,9
bist100,185426639589.6,5734810367.5,3.1,58,33
fonlar,672916313.8,-148006738.4,-22.0,4,7
fin_sigorta,4822739787.2,803680294.7,16.7,6,5
cim_ins,4008520538.1,235579541.3,5.9,16,7
bist_100_disi,71782350668.4,2049869359.3,2.9,194,129
