tekno,15216376776.3,-79631718.6,-0.5,9,26
gyo,20704522103.2,1988710962.6,9.6,16,29
banka,36850770227.2,-3745926778.3,-10.2,2,6
bist30,91314686438.4,-1258893056.9,-1.4,13,13
harz,28251437642.6,-912821149.5,-3.2,34,60
bist500,153830157694.2,637177041.5,0.4,166,227
enerji,7688780173.3,282816208.4,3.7,16,16
bist100,135103162876.5,341587326.2,0.3,36,55
fonlar,513552322.9,-82352506.4,-16.0,5,5
fin_sigorta,2033020352.6,256192099.7,12.6,4,7
cim_ins,8600587123.9,191091025.0,2.2,6,17
bist_100_disi,41478876106.1,-183820104.5,-0.4,138,185
