tekno,14360061992.5,177399260.2,1.2,8,28
gyo,9222126375.8,37448896.2,0.4,21,24
banka,18054336722.0,-453616509.8,-2.5,3,5
bist30,57342834733.4,133621176.3,0.2,8,17
harz,16615609191.1,-275266938.5,-1.7,30,65
bist500,101205294331.0,-87760680.6,-0.1,133,263
enerji,3192207424.3,-40323734.2,-1.3,8,24
bist100,74622054465.2,-394888544.0,-0.5,20,70
fonlar,1048850303.9,53012041.3,5.1,6,5
fin_sigorta,1484851249.5,7800583.9,0.5,8,3
cim_ins,2948656267.4,-314332113.6,-10.7,5,18
bist_100_disi,41509489540.6,-786909174.1,-1.9,119,208
