tekno,19734409967.6,74228147.9,0.4,23,13
gyo,13216598257.4,345170828.2,2.6,21,25
banka,31360451694.8,-1260507902.6,-4.0,2,6
bist30,84098325572.0,5941543557.5,7.1,12,12
harz,46823065361.9,3914763207.3,8.4,46,47
bist500,160468034506.0,4812640606.2,3.0,188,205
enerji,18522183662.7,90948178.5,0.5,18,14
bist100,131042906272.2,7506676277.5,5.7,45,44
fonlar,957558922.4,152764567.8,16.0,5,6
fin_sigorta,3399195443.3,224784601.4,6.6,3,8
cim_ins,2833731774.5,-28545959.0,-1.0,9,14
bist_100_disi,57645221052.2,-1094166171.6,-1.9,153,170
