hisse,t_is_hac,t_p_akısı,i_hac_oranı,h_b_p_g
altny,247516347,-40427102.0,-16.0,-12.63
asels,5478696455,-900991493.0,-16.0,-24.88
reedr,209162926,-6315675.0,-3.0,-0.34
miatk,686273266,65899893.0,10.0,3.38
sdttr,95609572,1786858.0,2.0,3.59
ingrm,25835156,2196211.0,9.0,33.43
atatp,36996291,2120983.0,6.0,4.62
alctl,50797982,-252520.0,-0.0,-0.51
karel,146822493,24952310.0,17.0,1.59
aztek,68237155,6314994.0,9.0,3.7
httbt,113981469,-23194533.0,-20.0,-8.53
logo,188791264,8344895.0,4.0,5.99
ardyz,86487197,22771310.0,26.0,6.79
indes,28224063,-1918120.0,-7.000000000000001,-0.47
mobtl,67516618,-8508660.0,-13.0,-0.9
penta,36699970,-874635.0,-2.0,-0.31
netas,33252173,4104668.0,12.0,6.41
arena,133995188,12992726.0,10.0,4.46
escom,105957245,23275616.0,22.0,0.65
papil,748129016,31981983.0,4.0,1.67
forte,40570750,1774342.0,4.0,2.91
link,51756605,-1380963.0,-3.0,-13.97
vbtyz,21907951,-493689.0,-2.0,-0.41
fonet,65971146,6599816.0,10.0,1.52
mtrks,33732422,3826887.0,11.0,2.41
edata,45750343,-7093169.0,-16.0,-0.66
kfein,56602661,-7611304.0,-13.0,-14.97
pkart,16452585,879070.0,5.0,3.32
obase,21062782,330113.0,2.0,0.49
kront,31091868,7774918.0,25.0,4.45
smart,22266779,-103680.0,-0.0,-0.12
dgate,42207139,-2457389.0,-6.0,-4.19
despc,53910596,4405302.0,8.0,4.14
manas,62046391,6789890.0,11.0,0.68
odine,207539191,26001043.0,13.0,10.08
patek,194846027,-25702896.0,-13.0,-9.42
hisse,t_is_hac,t_p_akısı,i_hac_oranı,h_b_p_g
trgyo,132768722,26811156.0,20.0,12.14
ekgyo,2378870400,501599637.0,21.0,2.65
zrgyo,88224841,8589232.0,10.0,2.47
srvgy,114115930,-13768358.0,-12.0,-0.37
rygyo,233087457,28284515.0,12.0,1.7
isgyo,58141984,9985568.0,17.0,2.57
basgz,142498602,-20136549.0,-14.000000000000002,-4.45
aksgy,36517816,1088732.0,3.0,0.18
ozkgy,62738180,11131808.0,18.0,1.86
dggyo,9704714,-3881928.0,-40.0,-13.35
psgyo,73957250,1532887.0,2.0,0.04
yggyo,22030127,3974626.0,18.0,13.49
akmgy,9687070,-585325.0,-6.0,-12.1
asgyo,23056315,1167703.0,5.0,0.51
hlgyo,121343983,7935199.0,7.000000000000001,0.17
adgyo,51757738,478135.0,1.0,0.27
akfgy,83319351,15444771.0,19.0,0.4
tsgyo,30691361,3390088.0,11.0,0.72
surgy,148503181,-4510539.0,-3.0,-1.61
klgyo,45485029,5243927.0,12.0,0.53
algyo,32615517,854056.0,3.0,0.46
kzbgy,960914092,-23082227.0,-2.0,-0.28
sngyo,100062350,703974.0,1.0,0.02
vkgyo,245778006,-38919274.0,-16.0,-0.31
pekgy,333535355,98028912.0,28.999999999999996,0.42
fzlgy,155125218,-25038883.0,-16.0,-5.54
begyo,619049281,-181101332.0,-28.999999999999996,-5.82
segyo,70420057,2512400.0,4.0,0.14
pehol,715316663,-59650172.0,-8.0,-1.21
nugyo,104989680,22414191.0,21.0,1.56
agyo,8367188,-2880568.0,-34.0,-2.13
dzgyo,36404428,1512525.0,4.0,0.26
msgyo,18191716,1271181.0,7.000000000000001,0.28
mrgyo,52419671,6199439.0,12.0,0.16
krgyo,125802855,-16009523.0,-13.0,-1.81
ozgyo,28464243,-3403077.0,-12.0,-0.62
kgyo,37057970,9345834.0,25.0,0.82
ygyo,561111836,6703506.0,1.0,0.07
avgyo,8514154,-984695.0,-12.0,-1.04
tdgyo,19452234,-1306104.0,-7.000000000000001,-0.97
atagy,21604133,5755925.0,27.0,3.05
idgyo,11776927,-1158892.0,-10.0,-0.3
mhrgy,17099405,1952369.0,11.0,0.53
avpgy,136301663,37803276.0,28.000000000000004,14.44
vrgyo,114780697,340930.0,0.0,0.01
kzgyo,76814558,2985749.0,4.0,0.82
eygyo,21035213,-2377131.0,-11.0,-0.27
hisse,t_is_hac,t_p_akısı,i_hac_oranı,h_b_p_g
garan,3761067455,181167449.0,5.0,4.84
isctr,5093286683,-6065780.0,-0.0,-0.01
halkb,899614747,100776980.0,11.0,2.26
vakbn,922110763,-39765243.0,-4.0,-0.97
akbnk,6890591686,-141858236.0,-2.0,-1.02
skbnk,239099890,50355658.0,21.0,1.09
albrk,566259282,-132926231.0,-23.0,-1.5
ykbnk,8643810402,-613948087.0,-7.000000000000001,-1.69
hisse,t_is_hac,t_p_akısı,i_hac_oranı,h_b_p_g
alark,607368484,-61077842.0,-10.0,-8.76
arclk,297849049,23351008.0,8.0,9.02
asels,5478696455,-900991493.0,-16.0,-24.88
astor,1508417580,328057638.0,22.0,21.14
bimas,4573428370,-171777370.0,-4.0,-17.73
ekgyo,2378870400,501599637.0,21.0,2.65
enkai,1657741268,361770684.0,22.0,14.63
eregl,3895353521,947681082.0,24.0,5.79
froto,914986849,57510705.0,6.0,5.73
gubrf,648732403,44409064.0,7.000000000000001,19.54
