tekno,9388451055.3,427877138.9,4.6,17,19
gyo,9487714413.9,-341862518.2,-3.6,21,25
banka,30562186918.2,778731047.0,2.5,6,2
bist30,54417779214.2,2137706695.0,3.9,20,6
harz,18799503294.0,465352810.7,2.5,45,49
bist500,112519282832.0,2988773779.1,2.7,184,214
enerji,4184013378.4,5791079.8,0.1,12,20
bist100,76820304219.5,2980506438.0,3.9,47,45
fonlar,1445910676.3,143511162.6,9.9,5,6
fin_sigorta,1760281618.5,76567284.2,4.3,8,3
cim_ins,6102058120.6,131188751.6,2.1,12,11
bist_100_disi,48151998339.2,-256338391.7,-0.5,148,179
