tekno,15149669702.5,1062224576.4,7.0,17,18
gyo,12345394440.4,-60256098.5,-0.5,26,19
banka,22382988968.9,2709259380.7,12.1,8,0
bist30,73601325923.2,6886605025.0,9.4,22,3
harz,36151071126.1,1024728934.0,2.8,44,50
bist500,137546595679.9,9468618635.9,6.9,236,159
enerji,10172482066.8,-222102716.3,-2.2,15,17
bist100,109111550830.6,9468841413.1,8.7,68,22
fonlar,430330134.1,-25792581.6,-6.0,5,5
fin_sigorta,1934156881.2,85493027.2,4.4,7,4
cim_ins,5889896301.1,105923179.3,1.8,15,8
bist_100_disi,49526100240.5,162123375.8,0.3,178,148
