hisse,t_is_hac,t_p_akısı,i_hac_oranı,h_b_p_g
altny,1346028018,402901992.0,30.0,5.64
asels,7693480550,-125455321.0,-2.0,-7.01
reedr,345090953,-3024939.0,-1.0,-0.07
miatk,4731664513,223707574.0,5.0,2.37
sdttr,995072959,122507998.0,12.0,33.25
ingrm,60340634,4254230.0,7.000000000000001,34.57
atatp,199793273,3474928.0,2.0,2.85
alctl,56828750,-11435748.0,-20.0,-26.46
karel,330590093,-33193104.0,-10.0,-1.26
aztek,99315975,5445512.0,5.0,0.27
httbt,19573220,3909588.0,20.0,8.6
logo,207256396,52187261.0,25.0,40.16
ardyz,242454358,5522138.0,2.0,1.3
indes,114471364,30408721.0,27.0,3.0
mobtl,40266460,2321732.0,6.0,0.74
penta,133528140,20691763.0,15.0,2.4
netas,45129643,6998450.0,16.0,10.57
arena,158686872,-9256483.0,-6.0,-1.99
escom,391746341,10950953.0,3.0,0.16
papil,357905663,-23614821.0,-7.000000000000001,-1.13
forte,227811485,-39787981.0,-17.0,-17.13
link,267788499,20578491.0,8.0,0.48
vbtyz,279086377,-44581085.0,-16.0,-3.99
fonet,537346941,15910490.0,3.0,0.18
mtrks,49432614,5872708.0,12.0,2.97
edata,171323574,17342965.0,10.0,2.5
kfein,51528880,-6166766.0,-12.0,-1.12
pkart,448954517,-30318193.0,-7.000000000000001,-10.94
obase,24938154,-1395947.0,-6.0,-2.25
kront,66249885,17788038.0,27.0,5.74
smart,103649993,-23011120.0,-22.0,-8.12
dgate,330320042,3396686.0,1.0,1.08
despc,76501829,-11126249.0,-15.0,-6.64
manas,1370233397,37420590.0,3.0,0.79
odine,444783768,63953344.0,14.000000000000002,170.8
patek,2897977789,-164979579.0,-6.0,-1.51
hisse,t_is_hac,t_p_akısı,i_hac_oranı,h_b_p_g
trgyo,149836604,-24734290.0,-17.0,-17.5
ekgyo,2273575367,164878963.0,7.000000000000001,1.58
zrgyo,14593000,-616729.0,-4.0,-0.93
srvgy,134707905,5159371.0,4.0,0.14
rygyo,57475722,12840165.0,22.0,7.16
isgyo,62517161,-7075202.0,-11.0,-2.3
basgz,26671851,-1468341.0,-6.0,-2.67
aksgy,87548037,-5258885.0,-6.0,-0.57
ozkgy,176035938,34678092.0,20.0,2.64
dggyo,5208511,558541.0,11.0,3.49
psgyo,1254033069,-214242315.0,-17.0,-0.56
yggyo,66112228,9437692.0,14.000000000000002,34.46
akmgy,22968863,4270841.0,19.0,48.55
asgyo,57266645,-344635.0,-1.0,-0.08
hlgyo,207282163,-3721834.0,-2.0,-0.11
adgyo,67362020,-2850053.0,-4.0,-2.63
akfgy,107640485,25105334.0,23.0,0.71
tsgyo,18832984,813439.0,4.0,0.31
surgy,1802301883,469233025.0,26.0,19.82
klgyo,119354552,1209617.0,1.0,0.05
algyo,1405824708,-102986764.0,-7.000000000000001,-0.54
kzbgy,435239949,16974614.0,4.0,0.13
sngyo,169376857,6280341.0,4.0,0.14
vkgyo,189664937,23980150.0,13.0,0.36
pekgy,2916155428,-127345460.0,-4.0,-0.74
fzlgy,491072670,14760324.0,3.0,0.46
begyo,96890050,9533691.0,10.0,0.45
