tekno,11736462450.8,595302280.6,5.1,24,11
gyo,15081728842.8,-766077965.2,-5.1,15,30
banka,12773129867.5,-371443072.7,-2.9,3,5
bist30,66381247642.3,3769119536.5,5.7,14,11
harz,30805707782.6,-407373286.7,-1.3,47,48
bist500,132790087808.1,3770478361.5,2.8,205,188
enerji,9727378436.9,615929308.0,6.3,19,12
bist100,100766179772.9,5518844922.0,5.5,51,39
fonlar,175329477.9,-71540078.0,-40.8,2,7
fin_sigorta,2178503655.6,45071409.8,2.1,7,4
cim_ins,3790335200.1,41211785.4,1.1,9,14
bist_100_disi,52513649804.9,-649231746.0,-1.2,166,158
