hisse,t_is_hac,t_p_akısı,i_hac_oranı,h_b_p_g
altny,599970486,268856164.0,45.0,7.33
asels,16234990463,2483974432.0,15.0,60.39
reedr,100515805,-1157524.0,-1.0,-0.07
miatk,386331298,10065622.0,3.0,0.81
sdttr,458166939,28832643.0,6.0,15.6
ingrm,7528398,376421.0,5.0,19.41
atatp,740629100,139377680.0,19.0,55.57
alctl,40894605,3277284.0,8.0,10.15
karel,82328135,-10409266.0,-13.0,-1.19
aztek,35451446,-220835.0,-1.0,-0.03
httbt,11338308,2700325.0,24.0,8.78
logo,98555831,16562584.0,17.0,23.0
ardyz,449100442,48023975.0,11.0,9.66
indes,330655331,7935847.0,2.0,0.27
mobtl,63914015,14036157.0,22.0,2.86
penta,24164965,-4591313.0,-19.0,-2.46
netas,228263243,74888005.0,33.0,26.68
arena,19175937,1659983.0,9.0,1.83
escom,112210836,-6837916.0,-6.0,-0.36
papil,98275478,9066136.0,9.0,1.11
forte,295007139,22875934.0,8.0,9.96
link,82769410,1537094.0,2.0,0.1
vbtyz,100945929,8515459.0,8.0,2.77
fonet,196760849,17584552.0,9.0,0.47
mtrks,63699150,-7368941.0,-12.0,-3.86
edata,72608196,-2743578.0,-4.0,-0.79
kfein,40253873,1588912.0,4.0,0.34
pkart,51101562,347824.0,1.0,0.88
obase,30760619,-167367.0,-1.0,-0.2
kront,49505546,6237369.0,13.0,3.23
smart,23387822,882096.0,4.0,0.9
dgate,68276371,-11989977.0,-18.0,-17.73
despc,24134144,505572.0,2.0,0.85
manas,387510043,3495535.0,1.0,0.31
odine,1045866582,-81194642.0,-8.0,-210.11
patek,308700018,-4214034.0,-1.0,-0.27
hisse,t_is_hac,t_p_akısı,i_hac_oranı,h_b_p_g
trgyo,277839852,-10288249.0,-4.0,-3.47
ekgyo,2845406877,340463797.0,12.0,2.28
zrgyo,14043831,4954970.0,35.0,6.9
srvgy,50189035,7023613.0,14.000000000000002,0.35
rygyo,54668303,9324973.0,17.0,7.07
isgyo,43095926,2276185.0,5.0,1.43
