tekno,8048173578.8,145682554.4,1.8,24,12
gyo,16346528057.4,394931629.5,2.4,20,25
banka,42954389278.9,391755740.7,0.9,4,4
bist30,62614282626.3,2949966051.7,4.7,19,7
harz,18749361072.8,488767359.7,2.6,53,42
bist500,110730470536.2,3732928013.8,3.4,192,201
enerji,5822060230.7,235159407.5,4.0,16,16
bist100,93745454855.3,5093449714.8,5.4,56,35
fonlar,945663340.5,46777996.9,4.9,1,8
fin_sigorta,14671620784.4,-4880432047.7,-33.3,2,9
cim_ins,3334908397.9,73087466.9,2.2,12,11
bist_100_disi,31660610105.9,-1232794205.7,-3.9,147,176
