tekno,17472491990.2,-672955944.1,-3.9,14,22
gyo,13835585698.1,794734126.8,5.7,24,22
banka,43832772950.3,3923632152.6,9.0,7,0
bist30,109557509056.1,-45605945.6,-0.0,12,13
harz,29799422900.2,498624855.7,1.7,31,62
bist500,155304173099.4,2083290060.7,1.3,200,194
enerji,7031114136.4,134244278.9,1.9,15,17
bist100,140907842222.6,-275136926.5,-0.2,36,55
fonlar,436489311.3,-137616398.0,-31.5,3,5
fin_sigorta,3098048424.0,207480805.4,6.7,7,4
cim_ins,4038641011.7,42748229.3,1.1,9,14
bist_100_disi,42303543995.9,310548553.1,0.7,169,155
