tekno,18659147440.1,-208595354.9,-1.1,19,17
gyo,7662150325.6,203374563.1,2.7,22,24
banka,22591284935.9,-542958991.2,-2.4,3,5
bist30,74597000529.0,-3527980634.6,-4.7,8,18
harz,27092306236.5,-1296466716.4,-4.8,44,51
bist500,114786984262.5,-854774680.8,-0.7,175,214
enerji,7820706865.1,35474997.2,0.5,16,16
bist100,100469279637.7,-2405328099.0,-2.4,43,48
fonlar,449744376.1,77002556.0,17.1,2,8
fin_sigorta,3125724049.3,132110770.2,4.2,4,7
cim_ins,2325394842.0,-120948316.4,-5.2,7,15
bist_100_disi,36208379145.7,1292356607.7,3.6,144,175
