hisse,t_is_hac,t_p_akısı,i_hac_oranı,h_b_p_g
hisse,t_is_hac,t_p_akısı,i_hac_oranı,h_b_p_g
hisse,t_is_hac,t_p_akısı,i_hac_oranı,h_b_p_g
garan,8429346526,1762631093.0,21.0,31.28
isctr,14726039663,2502254589.0,17.0,2.61
halkb,6013626927,-18383275.0,-0.0,-0.14
vakbn,1523844388,312672339.0,21.0,7.17
akbnk,14421247522,2245867925.0,16.0,13.01
skbnk,373313492,39292581.0,11.0,0.85
albrk,399364431,57315722.0,14.000000000000002,1.25
ykbnk,11856042811,1462207468.0,12.0,4.64
hisse,t_is_hac,t_p_akısı,i_hac_oranı,h_b_p_g
altny,312015497,18927030.0,6.0,1.01
asels,16945900937,-1295742195.0,-8.0,-23.88
reedr,373230037,34199391.0,9.0,0.67
miatk,847442186,-104153812.0,-12.0,-4.64
sdttr,159103632,7459508.0,5.0,9.69
ingrm,21977455,-22087.0,-0.0,-0.44
atatp,252568767,-56667363.0,-22.0,-36.63
alctl,111274003,12688216.0,11.0,15.57
karel,166600165,1465244.0,1.0,0.08
aztek,77518633,8151472.0,11.0,0.49
httbt,52597203,-5209244.0,-10.0,-4.59
logo,91047196,-4691347.0,-5.0,-8.71
ardyz,292062025,27139141.0,9.0,4.07
indes,52587072,688724.0,1.0,0.11
mobtl,76647168,318705.0,0.0,0.04
penta,27231470,3540677.0,13.0,1.86
netas,189668227,-14902706.0,-8.0,-5.46
arena,40493668,117460.0,0.0,0.09
escom,85569078,1897187.0,2.0,0.08
papil,365222597,-22615541.0,-6.0,-1.18
forte,156357446,-23871150.0,-15.0,-14.99
link,147669402,-4563102.0,-3.0,-7.39
vbtyz,108025486,8354390.0,8.0,1.46
fonet,156954975,14180176.0,9.0,0.29
mtrks,39623929,1220533.0,3.0,0.74
edata,229089162,-1464306.0,-1.0,-0.06
kfein,31766283,1041954.0,3.0,0.3
pkart,15250987,-2460109.0,-16.0,-11.77
obase,32692338,-1229688.0,-4.0,-1.61
kront,15553231,-862267.0,-6.0,-0.88
smart,26112770,-726172.0,-3.0,-0.66
dgate,25485858,-2158348.0,-8.0,-6.79
despc,21166301,465524.0,2.0,1.12
manas,603036668,86920009.0,14.000000000000002,2.83
odine,92171828,5235467.0,6.0,19.6
patek,330941382,-20391290.0,-6.0,-1.27
hisse,t_is_hac,t_p_akısı,i_hac_oranı,h_b_p_g
trgyo,164426245,-30703920.0,-19.0,-15.18
ekgyo,4503508032,570074224.0,13.0,3.03
zrgyo,25078528,2190643.0,9.0,2.14
srvgy,79253380,4264940.0,5.0,0.19
rygyo,58862064,4286880.0,7.000000000000001,2.05
isgyo,70015255,-1024816.0,-1.0,-0.34
basgz,21586435,212859.0,1.0,0.45
aksgy,53055675,6718954.0,13.0,1.09
ozkgy,59548789,-10961308.0,-18.0,-2.78
dggyo,4499171,-581006.0,-13.0,-4.09
psgyo,709450695,-77379172.0,-11.0,-0.3
yggyo,26149506,1948773.0,7.000000000000001,10.22
akmgy,6587614,565720.0,9.0,18.14
asgyo,32181289,4179077.0,13.0,1.5
hlgyo,288885559,-36814391.0,-13.0,-0.56
adgyo,77288032,-3015568.0,-4.0,-2.74
akfgy,83630980,-6807839.0,-8.0,-0.24
tsgyo,18932082,508158.0,3.0,0.2
surgy,611041576,22658982.0,4.0,1.81
klgyo,279998510,13376671.0,5.0,0.33
algyo,234004007,-6508310.0,-3.0,-0.16
kzbgy,213023204,-22698042.0,-11.0,-1.6
sngyo,203196234,42413440.0,21.0,1.07
vkgyo,143236775,-5973351.0,-4.0,-0.13
pekgy,1985382674,-33961545.0,-2.0,-0.17
fzlgy,192616366,17105617.0,9.0,1.13
