hisse,t_is_hac,t_p_akısı,i_hac_oranı,h_b_p_g
altny,426123422,-30633998.0,-7.000000000000001,-5.21
asels,4115474385,-2567326.0,-0.0,-0.11
reedr,1207542889,-197220118.0,-16.0,-1.74
miatk,1303834908,-201666523.0,-15.0,-6.53
sdttr,658801581,-31164355.0,-5.0,-9.33
ingrm,209661356,39836986.0,19.0,108.12
atatp,167457094,25974379.0,16.0,20.48
alctl,36639420,1383693.0,4.0,4.33
karel,68041182,-2660248.0,-4.0,-0.37
aztek,29589739,-2299226.0,-8.0,-3.28
httbt,57705836,-14089316.0,-24.0,-12.49
logo,51195251,2452425.0,5.0,7.92
ardyz,62082761,-4459209.0,-7.000000000000001,-1.87
indes,16325403,163728.0,1.0,0.08
mobtl,32207376,-149816.0,-0.0,-0.03
penta,149194814,-23937289.0,-16.0,-2.79
netas,46231273,2998191.0,6.0,4.91
arena,67919054,-847935.0,-1.0,-0.4
escom,52747724,2897141.0,5.0,0.16
papil,250942107,-26913367.0,-11.0,-1.96
forte,30240838,-3425754.0,-11.0,-7.84
link,34237190,1454348.0,4.0,28.38
vbtyz,33205209,1764343.0,5.0,1.08
fonet,38578431,-4033080.0,-10.0,-1.69
mtrks,180382895,-37037932.0,-21.0,-5.5
edata,28729499,-1639500.0,-6.0,-0.29
kfein,68679710,13776720.0,20.0,2.03
pkart,14599423,4552371.0,31.0,24.33
obase,11996957,-1753193.0,-15.0,-5.8
kront,66047831,9615953.0,15.0,2.56
smart,18931019,-586328.0,-3.0,-0.8
dgate,60174757,-8802040.0,-15.0,-10.91
despc,13798619,-2464553.0,-18.0,-10.42
manas,145901363,-23856776.0,-16.0,-1.59
odine,141040993,18083571.0,13.0,18.27
patek,1508883422,95663171.0,6.0,2.03
hisse,t_is_hac,t_p_akısı,i_hac_oranı,h_b_p_g
trgyo,94752894,-17342490.0,-18.0,-12.66
ekgyo,4651224642,775562433.0,17.0,3.25
zrgyo,11106077,522572.0,5.0,1.08
srvgy,394638623,-12988788.0,-3.0,-0.11
rygyo,102542344,-6867158.0,-7.000000000000001,-1.34
isgyo,88683091,-3043199.0,-3.0,-0.66
basgz,19509849,3074854.0,16.0,5.08
aksgy,24877191,-2741238.0,-11.0,-0.82
ozkgy,50331358,376187.0,1.0,0.1
dggyo,5927672,-582315.0,-10.0,-3.25
psgyo,903011840,-144788609.0,-16.0,-0.54
yggyo,13242561,-2725494.0,-21.0,-20.17
akmgy,3121339,-159570.0,-5.0,-11.77
asgyo,111146651,-18655466.0,-17.0,-2.21
hlgyo,199121304,9123612.0,5.0,0.18
adgyo,98634490,-4602317.0,-5.0,-2.46
akfgy,201996177,16900682.0,8.0,0.22
tsgyo,48007153,12954476.0,27.0,1.99
surgy,187256999,-31152613.0,-17.0,-8.35
klgyo,40445986,4659133.0,12.0,0.73
algyo,37015498,-5356317.0,-14.000000000000002,-2.98
kzbgy,303179342,15556498.0,5.0,0.74
sngyo,72718002,16264825.0,22.0,1.05
vkgyo,115744317,2000233.0,2.0,0.04
pekgy,4367231133,523074852.0,12.0,0.89
fzlgy,354555765,7017431.0,2.0,0.26
begyo,232695159,-17186443.0,-7.000000000000001,-0.56
segyo,24761984,1903939.0,8.0,0.37
tehol,2458411960,881678131.0,36.0,11.15
nugyo,25692178,-3070505.0,-12.0,-1.29
agyo,3925438,-1531748.0,-39.0,-2.93
dzgyo,30670758,-3369022.0,-11.0,-0.79
msgyo,30214918,-2565070.0,-8.0,-0.55
mrgyo,274972709,-17996789.0,-7.000000000000001,-0.22
krgyo,39495727,1378309.0,3.0,0.12
ozgyo,38862882,-390366.0,-1.0,-0.08
kgyo,12667316,-1647774.0,-13.0,-0.43
ygyo,12489532,0.0,0.0,0.0
avgyo,4065803,-1418110.0,-35.0,-4.2
tdgyo,13249442,4007514.0,30.0,5.48
atagy,4367889,-1059434.0,-24.0,-3.4
idgyo,5974852,-1430159.0,-24.0,-0.87
mhrgy,39638600,-2753194.0,-7.000000000000001,-0.48
