tekno,24917151916.1,550198813.3,2.2,22,14
gyo,16105828420.3,447566007.7,2.8,29,17
banka,32494064996.5,1512840605.9,4.7,4,4
bist30,128171750983.2,13975172575.9,10.9,17,6
harz,54786034988.6,3225442631.9,5.9,51,43
bist500,220268528626.7,15201194602.4,6.9,229,162
enerji,11733274860.1,538460225.4,4.6,20,12
bist100,181261962539.4,15839729685.9,8.7,56,33
fonlar,701058921.6,43154241.5,6.2,5,5
fin_sigorta,6123303640.4,1156618396.1,18.9,5,5
cim_ins,5141202001.7,28052027.2,0.5,13,10
bist_100_disi,70021106937.3,871478186.9,1.2,187,136
