tekno,16537642724.3,-87192516.9,-0.5,28,8
gyo,25014733425.8,559671964.6,2.2,39,7
banka,82762284159.4,4250749016.0,5.1,5,1
bist30,134693062685.5,12319279486.5,9.1,20,3
harz,24599101107.4,1405505368.8,5.7,77,18
bist500,195887381120.1,15361256235.5,7.8,311,84
enerji,7864849166.4,726673304.7,9.2,27,5
bist100,174687637867.4,15771333781.4,9.0,77,12
fonlar,3229446062.3,350244084.6,10.8,10,1
fin_sigorta,3811324795.4,47103117.2,1.2,8,2
cim_ins,5029617286.9,354870607.8,7.1,20,3
bist_100_disi,52589862675.5,2247390184.4,4.3,252,74
