tekno,35433888036.8,3260432156.0,9.2,8,27
gyo,15533400936.9,-104406050.3,-0.7,17,29
banka,50749777806.0,3677039448.7,7.2,5,1
bist30,190496066261.8,-4571296298.8,-2.4,9,15
harz,45685060406.5,-995996256.9,-2.2,32,63
bist500,255548553857.9,-1626888248.2,-0.6,131,262
enerji,11756122070.8,-343783661.7,-2.9,9,23
bist100,237381443048.7,-6399236547.2,-2.7,25,65
fonlar,1175585698.7,341554537.0,29.1,3,8
fin_sigorta,5053347501.8,223931764.7,4.4,7,4
cim_ins,7291914063.7,27424927.4,0.4,9,14
bist_100_disi,63141144698.8,-1335549047.4,-2.1,111,213
