tekno,14236123399.2,-496782266.1,-3.5,14,22
gyo,7248302235.7,240834148.0,3.3,23,22
gyo,9199987276.0,291791096.7,3.2,24,22
gyo,7248302235.7,240834148.0,3.3,23,22
banka,39513502052.5,1038281641.5,2.6,5,3
bist30,102656452054.4,-2538191763.7,-2.5,17,9
harz,42388539752.0,3269436313.0,7.7,31,61
bist500,135216187156.8,1759823935.2,1.3,186,203
enerji,9639996518.3,70956219.5,0.7,11,21
bist100,139433841276.5,1011192429.4,0.7,51,36
fonlar,720814276.9,197537337.3,27.4,4,7
fin_sigorta,6967367084.0,-249027488.2,-3.6,7,4
cim_ins,2538839586.1,-54970648.5,-2.2,7,16
bist_100_disi,36709842019.3,443862452.2,1.2,144,177
