tekno,8848683811.9,206197828.2,2.3,8,28
gyo,8486938453.6,513240850.0,6.0,20,27
banka,22196340894.5,-2495364491.0,-11.2,4,4
bist30,45088566798.5,-621351633.6,-1.4,11,15
harz,18723042721.7,-340356937.6,-1.8,34,61
bist500,91942461010.0,-1737139281.0,-1.9,151,247
enerji,5634715501.8,-146852343.6,-2.6,14,18
bist100,62648644780.7,-1176226740.0,-1.9,35,57
fonlar,1327061614.8,151928869.4,11.4,6,5
fin_sigorta,1235304317.3,-46271506.9,-3.7,3,8
cim_ins,3656908594.2,-132163614.0,-3.6,8,15
bist_100_disi,43927748657.4,-976563960.3,-2.2,127,200
