tekno,10341722669.2,6083674.6,0.1,18,18
gyo,11746117593.8,976578112.6,8.3,24,20
banka,13996457045.2,-2652307848.8,-18.9,1,7
bist30,39942781731.0,-1584350463.8,-4.0,8,18
harz,20479621787.8,645906464.6,3.2,56,39
bist500,87561772394.0,921164849.7,1.1,215,179
enerji,6831916557.0,462732116.3,6.8,21,11
bist100,57949590533.6,-1425423166.3,-2.5,37,54
fonlar,78545882.5,-10330644.0,-13.2,2,6
fin_sigorta,1886027486.0,-32625674.4,-1.7,6,5
cim_ins,2983959674.9,-99643002.7,-3.3,10,13
bist_100_disi,40003305943.5,1996793106.2,5.0,186,138
