tekno,20457040868.1,-451942842.6,-2.2,18,17
gyo,10381591457.1,426961899.5,4.1,22,24
banka,23150391855.0,-765355853.8,-3.3,3,5
bist30,99927710802.4,-1145059204.7,-1.1,13,12
harz,34594922077.3,-1703275115.5,-4.9,50,44
bist500,150575123000.4,-606651810.8,-0.4,206,184
enerji,10571284005.3,53042774.8,0.5,17,15
bist100,134309044424.2,-2151644578.1,-1.6,45,45
fonlar,393196249.3,-224032743.2,-57.0,4,3
fin_sigorta,2054159726.9,291036159.0,14.2,8,3
cim_ins,2322527254.0,178054808.3,7.7,15,8
bist_100_disi,39507426048.6,210185766.1,0.5,172,149
