tekno,17677699807.9,1541509615.5,8.7,21,14
gyo,9662435564.1,705563524.7,7.3,32,12
banka,20302145477.4,2062037833.5,10.2,7,1
bist30,58903175977.7,4556095011.1,7.7,15,9
harz,22906506807.2,2182613852.5,9.5,59,36
bist500,109171610509.2,6990872106.2,6.4,242,150
enerji,6893936458.6,20979037.1,0.3,19,13
bist100,83890810012.8,5652847786.4,6.7,55,34
fonlar,424401804.3,14198488.4,3.3,5,5
fin_sigorta,4887033218.3,389213430.7,8.0,7,4
cim_ins,4335403614.0,291557860.6,6.7,16,7
bist_100_disi,40811201540.9,2236397020.9,5.5,201,123
