tekno,21424394613.6,2300015326.6,10.7,14,21
gyo,9325529637.2,-250500840.1,-2.7,21,25
banka,21450693905.2,-929745095.2,-4.3,2,6
bist30,80403788029.2,2627333482.1,3.3,9,16
harz,46219394830.3,894805382.9,1.9,47,47
bist500,148931202035.9,1860931003.1,1.2,184,208
enerji,8593452556.2,-517370174.5,-6.0,7,25
bist100,122841348604.5,4805825296.1,3.9,38,52
fonlar,1374356705.3,4571201.7,0.3,4,7
fin_sigorta,2677660314.5,174133702.7,6.5,8,3
cim_ins,2708074100.2,157169906.4,5.8,15,8
bist_100_disi,50042444788.1,-1410591517.6,-2.8,155,167
