tekno,23700992198.0,808170869.8,3.4,26,9
gyo,14812706612.9,309751750.4,2.1,28,18
banka,24864653209.6,2102209207.8,8.5,8,0
bist30,96690731997.5,5650620382.5,5.8,19,6
harz,48307310335.9,1927687788.8,4.0,56,38
bist500,176882592569.2,9435235736.2,5.3,248,143
enerji,16535196975.4,1165203243.5,7.0,18,14
bist100,141634725027.8,8382549084.6,5.9,71,20
fonlar,1068037742.2,-373342085.0,-35.0,4,4
fin_sigorta,2169920690.3,69124786.9,3.2,6,5
cim_ins,4125746868.9,400912910.1,9.7,17,6
bist_100_disi,60514887587.6,1612494899.4,2.7,193,128
