tekno,24239911950.8,-1844469847.0,-7.6,16,20
gyo,9851899624.9,-117250150.6,-1.2,25,21
banka,36626607727.0,-5577667702.7,-15.2,1,7
bist30,93719785171.8,-4077045961.0,-4.4,6,19
harz,25055016076.2,-241393833.3,-1.0,43,51
bist500,142846804407.4,-5822952533.9,-4.1,176,218
enerji,5892638599.3,-159958276.7,-2.7,14,18
bist100,122838754639.3,-4781607511.7,-3.9,23,68
fonlar,640418151.0,-165416318.1,-25.8,2,8
fin_sigorta,2780125838.0,-109816857.9,-4.0,5,6
cim_ins,3195248323.8,-92039804.6,-2.9,9,14
bist_100_disi,41270609934.0,-497699723.5,-1.2,163,161
