tekno,18468613100.4,3138440128.7,17.0,24,11
gyo,11907561355.0,548981226.6,4.6,35,11
banka,27846639602.9,4380828457.8,15.7,7,0
bist30,66788210380.2,4512141749.9,6.8,18,7
harz,27183208934.3,-79945646.0,-0.3,55,40
bist500,114666065734.2,5633025207.3,4.9,262,132
enerji,5797535997.3,112349920.4,1.9,21,11
bist100,96548475298.8,5866884270.2,6.1,64,27
fonlar,312588346.4,71548343.2,22.9,5,3
fin_sigorta,3650480475.4,102320625.5,2.8,8,3
cim_ins,3780359849.7,229911957.4,6.1,11,12
bist_100_disi,36007429532.8,465737517.9,1.3,211,113
