tekno,9613691027.8,-549694383.4,-5.7,12,24
gyo,15324012769.7,-801930047.6,-5.2,17,29
banka,58359408967.4,-2410603536.2,-4.1,1,7
bist30,74271934419.9,333445266.1,0.4,10,15
harz,20790216420.0,-897553519.3,-4.3,29,66
bist500,125793926703.0,-2380426579.7,-1.9,145,251
enerji,6205227103.0,-99595911.5,-1.6,13,19
bist100,105925682256.0,-471911051.7,-0.4,34,57
fonlar,577897400.7,132646466.4,23.0,6,4
fin_sigorta,2863543298.7,-285289.1,-0.0,6,5
cim_ins,6125026840.5,245070154.5,4.0,9,14
bist_100_disi,37147150136.0,-1169754008.3,-3.1,116,209
