hisse,t_is_hac,t_p_akısı,i_hac_oranı,h_b_p_g
altny,237532599,-10822406.0,-5.0,-3.31
asels,8462777173,-214147152.0,-3.0,-5.46
reedr,178139837,-15608949.0,-9.0,-0.93
miatk,620635698,-69199236.0,-11.0,-5.0
sdttr,191546170,-28250228.0,-15.0,-30.5
ingrm,28002193,-2700212.0,-10.0,-44.32
atatp,252868031,-28671461.0,-11.0,-19.09
alctl,20886133,-982849.0,-5.0,-5.52
karel,61901694,3617378.0,6.0,0.53
aztek,180391079,-20868929.0,-12.0,-6.2
httbt,45111082,2620408.0,6.0,2.8
logo,52843266,-2375455.0,-4.0,-7.7
ardyz,71429049,-5347221.0,-7.000000000000001,-1.92
indes,68036741,-11233539.0,-17.0,-1.39
mobtl,43765153,-9101119.0,-21.0,-1.43
penta,69744496,921309.0,1.0,0.21
netas,41948638,5048646.0,12.0,9.24
arena,30344513,-4782348.0,-16.0,-4.82
escom,47053367,2315422.0,5.0,0.15
papil,136550688,-12384309.0,-9.0,-1.53
forte,57270423,-10114224.0,-18.0,-12.23
link,1097599600,-88877940.0,-8.0,-27.88
vbtyz,64624888,6110573.0,9.0,1.82
fonet,50820337,-4180901.0,-8.0,-1.32
mtrks,60544845,-8852878.0,-15.0,-3.7
edata,33676871,-828329.0,-2.0,-0.12
kfein,32975971,-796797.0,-2.0,-0.23
pkart,17359557,-1864027.0,-11.0,-8.94
obase,12737093,-1557992.0,-12.0,-4.43
kront,34558881,3236694.0,9.0,1.63
smart,10682169,-2473121.0,-23.0,-5.8
dgate,41527529,-8500881.0,-20.0,-15.49
despc,25801532,-1555658.0,-6.0,-4.0
manas,94307366,-859454.0,-1.0,-0.07
odine,189998966,5976097.0,3.0,4.67
patek,683675963,-100004010.0,-15.0,-4.56
hisse,t_is_hac,t_p_akısı,i_hac_oranı,h_b_p_g
trgyo,142075938,3425919.0,2.0,1.81
ekgyo,5068688392,596060873.0,12.0,2.34
