tekno,18185678746.6,-50264155.5,-0.3,7,29
gyo,6588141857.8,87084823.5,1.3,21,24
banka,41270408474.4,-105899016.4,-0.3,4,4
bist30,106069628814.3,-410545947.2,-0.4,11,15
harz,37613395727.6,-2436257557.5,-6.5,34,60
bist500,154753175432.0,-2336133897.9,-1.5,154,236
enerji,8590242256.8,-562770836.7,-6.6,7,24
bist100,133192958274.7,-3050196366.5,-2.3,27,63
fonlar,699327155.7,-273804306.3,-39.2,3,7
fin_sigorta,9437667561.2,1418650976.6,15.0,3,7
cim_ins,3135277658.4,559212148.7,17.8,11,12
bist_100_disi,42689183295.0,-811678762.6,-1.9,129,192
