hisse,t_is_hac,t_p_akısı,i_hac_oranı,h_b_p_g
altny,847712595,142796453.0,17.0,12.63
asels,6946789887,1499419285.0,22.0,38.5
reedr,455541859,-122321098.0,-27.0,-2.69
miatk,657129775,60797137.0,9.0,3.58
sdttr,296018834,-29251123.0,-10.0,-18.0
ingrm,31545738,-6325141.0,-20.0,-80.47
atatp,506753916,69588609.0,14.000000000000002,16.97
alctl,145471682,19835679.0,14.000000000000002,15.47
karel,137869058,-5324076.0,-4.0,-0.37
aztek,46671425,6273292.0,13.0,6.19
httbt,46596039,-1179070.0,-3.0,-1.21
logo,67020221,8960575.0,13.0,22.92
ardyz,117387958,10839456.0,9.0,2.65
indes,59468901,-3589347.0,-6.0,-0.49
mobtl,213800143,-11266211.0,-5.0,-0.42
penta,71097234,-6490119.0,-9.0,-1.54
netas,294885995,-8399510.0,-3.0,-1.95
arena,60140994,8859013.0,15.0,5.15
escom,68342553,8048277.0,12.0,0.39
papil,448726332,-20712890.0,-5.0,-0.83
forte,65558296,-1396364.0,-2.0,-1.81
link,419055536,8289644.0,2.0,14.68
vbtyz,49386262,2235794.0,5.0,1.04
fonet,97564680,-19111547.0,-20.0,-3.11
mtrks,61670524,885247.0,1.0,0.36
edata,87928393,-15033209.0,-17.0,-0.95
kfein,102862523,5543929.0,5.0,0.56
pkart,46846913,3850718.0,8.0,6.82
obase,15588294,277350.0,2.0,0.75
kront,114935691,14051423.0,12.0,1.78
smart,57110097,-556737.0,-1.0,-0.28
dgate,115102780,966560.0,1.0,0.71
despc,38149328,-1111278.0,-3.0,-1.79
manas,37009121,-2926820.0,-8.0,-0.7
odine,198285776,-5789495.0,-3.0,-4.1
patek,2123644350,-548509829.0,-26.0,-6.44
hisse,t_is_hac,t_p_akısı,i_hac_oranı,h_b_p_g
trgyo,95879159,-1331758.0,-1.0,-0.99
ekgyo,2923162242,130070960.0,4.0,0.9
zrgyo,48039871,727251.0,2.0,0.36
srvgy,391315743,11228668.0,3.0,0.11
rygyo,253337634,-28956618.0,-11.0,-2.74
isgyo,128170117,6272876.0,5.0,0.94
basgz,33439628,50580.0,0.0,0.05
aksgy,134326378,5777872.0,4.0,0.33
ozkgy,108289848,-14795958.0,-14.000000000000002,-1.85
dggyo,4899826,462187.0,9.0,3.21
psgyo,553907479,-27351385.0,-5.0,-0.14
yggyo,19042183,5180256.0,27.0,24.58
akmgy,7619633,2462136.0,32.0,72.79
asgyo,63006105,9176632.0,15.0,1.76
hlgyo,1161042076,42425305.0,4.0,0.16
adgyo,73506580,-9655393.0,-13.0,-6.1
akfgy,376291136,8783576.0,2.0,0.07
tsgyo,54115282,-6194876.0,-11.0,-0.87
surgy,174474980,-1166045.0,-1.0,-0.44
klgyo,79301769,-4287611.0,-5.0,-0.34
algyo,101628945,1956398.0,2.0,0.42
kzbgy,254216224,20567251.0,8.0,1.13
sngyo,168076680,18508664.0,11.0,0.5
vkgyo,319348048,-11857194.0,-4.0,-0.1
pekgy,469074536,0.0,0.0,0.0
fzlgy,265218154,9365847.0,4.0,0.45
begyo,404769403,-99002066.0,-24.0,-3.04
segyo,46380861,-5324475.0,-11.0,-0.5
tehol,2419930219,-159620395.0,-7.000000000000001,-1.75
nugyo,194886949,11142437.0,6.0,0.76
agyo,6704400,-432164.0,-6.0,-0.5
dzgyo,87973879,6118749.0,7.000000000000001,0.52
msgyo,66290435,-1401243.0,-2.0,-0.13
mrgyo,168014885,-268995.0,-0.0,-0.0
