tekno,16862439766.0,-1673898717.7,-9.9,11,24
gyo,15210971573.2,693077131.1,4.6,25,21
banka,50828955421.9,1855728383.0,3.7,4,3
bist30,109779212122.1,4986853572.2,4.5,17,8
harz,49884647565.8,-1380975075.9,-2.8,38,56
bist500,159948245907.4,5764490683.7,3.6,178,211
enerji,6790254024.8,-237014251.5,-3.5,14,18
bist100,157872427079.3,6568944525.5,4.2,52,37
fonlar,707647898.8,-162664848.6,-23.0,7,2
fin_sigorta,3070314704.5,70544508.2,2.3,7,4
cim_ins,2634069674.3,-99772242.6,-3.8,8,15
bist_100_disi,33831046002.4,-1638325494.0,-4.8,139,182
