hisse,t_is_hac,t_p_akısı,i_hac_oranı,h_b_p_g
altny,710437348,65187109.0,9.0,7.47
asels,8275171333,666288680.0,8.0,8.71
reedr,1327120790,89318463.0,7.000000000000001,0.84
miatk,1728310685,178849517.0,10.0,3.98
sdttr,275516003,11975481.0,4.0,8.51
ingrm,62620312,23356920.0,37.0,145.36
atatp,93561692,14164008.0,15.0,14.56
alctl,263027275,-7414783.0,-3.0,-3.3
karel,43771621,2344190.0,5.0,0.42
aztek,175225550,11547461.0,7.000000000000001,2.71
httbt,61118941,16968970.0,28.000000000000004,10.7
logo,109228049,21386750.0,20.0,24.96
ardyz,88581426,3592477.0,4.0,1.28
indes,100691725,12413810.0,12.0,1.01
mobtl,30272999,3852912.0,13.0,0.49
penta,59134948,6985124.0,12.0,1.71
netas,80902713,6624258.0,8.0,4.96
arena,168608035,10741834.0,6.0,3.38
escom,120165318,-2019125.0,-2.0,-0.05
papil,664909128,144559279.0,22.0,4.11
forte,69638297,-3173582.0,-5.0,-2.9
link,80871346,9651498.0,12.0,58.61
vbtyz,38027994,3200279.0,8.0,1.88
fonet,219151806,35180790.0,16.0,2.35
mtrks,37754668,-3270549.0,-9.0,-1.81
edata,25867207,3680146.0,14.000000000000002,0.57
kfein,86517357,7386572.0,9.0,8.35
pkart,27942221,-2420884.0,-9.0,-5.44
obase,16924964,4234315.0,25.0,7.15
kront,28583694,3837924.0,13.0,2.53
smart,79315597,3795732.0,5.0,1.42
dgate,22200959,5646614.0,25.0,12.92
despc,31368613,3892324.0,12.0,5.69
manas,33479960,754881.0,2.0,0.24
odine,774780554,-34283066.0,-4.0,-5.68
patek,417299024,50802833.0,12.0,11.07
hisse,t_is_hac,t_p_akısı,i_hac_oranı,h_b_p_g
trgyo,82268004,-11212511.0,-14.000000000000002,-7.39
ekgyo,3844311212,-190134684.0,-5.0,-0.76
zrgyo,87488012,-4955664.0,-6.0,-1.08
srvgy,223148923,-2819653.0,-1.0,-2.64
rygyo,92534455,-10130995.0,-11.0,-1.64
isgyo,66879304,-5579016.0,-8.0,-1.5
basgz,30277589,-6543025.0,-22.0,-6.26
aksgy,24949593,4718116.0,19.0,1.31
ozkgy,59257900,-1392851.0,-2.0,-0.28
dggyo,9915449,1438806.0,15.0,5.21
psgyo,99630401,10618541.0,11.0,0.15
yggyo,21215392,3126802.0,15.0,10.57
akmgy,14953374,2314195.0,15.0,35.87
asgyo,36280885,5657102.0,16.0,1.64
hlgyo,185008427,21171405.0,11.0,0.31
adgyo,32153904,4642573.0,14.000000000000002,4.13
akfgy,86715636,14072999.0,16.0,0.32
tsgyo,48266139,8307441.0,17.0,1.12
surgy,52585619,-3593467.0,-7.000000000000001,-2.89
klgyo,54597371,4199806.0,8.0,0.35
algyo,40426946,9910610.0,25.0,4.71
kzbgy,46275791,-4318472.0,-9.0,-0.53
sngyo,75808574,-14741002.0,-19.0,-0.62
vkgyo,183121021,-9925713.0,-5.0,-0.11
pekgy,510801963,40296878.0,8.0,0.12
fzlgy,131013766,-17732344.0,-14.000000000000002,-3.89
begyo,516940483,-48771423.0,-9.0,-1.21
segyo,211841365,-28020340.0,-13.0,-0.64
pehol,65947173,0.0,0.0,0.0
nugyo,13614678,-493913.0,-4.0,-0.25
agyo,11800478,-1707435.0,-14.000000000000002,-1.0
dzgyo,197664058,-15824296.0,-8.0,-0.65
msgyo,27103218,-1373241.0,-5.0,-0.78
mrgyo,48622208,11487717.0,24.0,0.33
krgyo,163499411,14048104.0,9.0,1.08
ozgyo,18547514,-1737842.0,-9.0,-0.47
kgyo,32613898,-257148.0,-1.0,-0.35
ygyo,285826874,1459460.0,1.0,0.03
avgyo,3193343,82067.0,3.0,0.19
tdgyo,132703205,-2730745.0,-2.0,-0.31
atagy,6746860,-371798.0,-6.0,-0.6
idgyo,9218650,1159726.0,13.0,0.31
mhrgy,14768979,2270845.0,15.0,0.69
avpgy,149650937,19378983.0,13.0,8.05
vrgyo,29154047,1939964.0,7.000000000000001,0.18
kzgyo,30997981,-824700.0,-3.0,-0.52
eygyo,31166237,-1752478.0,-6.0,-0.13
hisse,t_is_hac,t_p_akısı,i_hac_oranı,h_b_p_g
garan,4832090992,-134776256.0,-3.0,-3.86
isctr,6950372413,-12623667.0,-0.0,-0.03
halkb,1684044525,142175120.0,8.0,1.7
vakbn,642035880,-153901594.0,-24.0,-6.44
akbnk,6349695262,-524664901.0,-8.0,-6.01
skbnk,395988655,11774191.0,3.0,0.12
albrk,185075016,39987400.0,22.0,1.58
ykbnk,9623596042,-354563384.0,-4.0,-1.15
hisse,t_is_hac,t_p_akısı,i_hac_oranı,h_b_p_g
alark,748533832,69397010.0,9.0,7.44
arclk,594670671,-9902257.0,-2.0,-2.28
asels,8275171333,666288680.0,8.0,8.71
astor,2484398142,298890526.0,12.0,13.1
bimas,3321404300,174552263.0,5.0,28.83
ekgyo,3844311212,-190134684.0,-5.0,-0.76
enkai,1708278361,5991474.0,0.0,0.19
eregl,7949747598,1040105148.0,13.0,3.16
froto,1770897306,415874784.0,23.0,222.86
gubrf,1221524292,-145287280.0,-12.0,-34.81
hekts,714425614,97138571.0,14.000000000000002,0.48
kchol,11066925981,2119963976.0,19.0,31.47
kozal,1961387721,121407292.0,6.0,1.51
kozaa,553372571,31041517.0,6.0,4.11
krdmd,2476914240,-300461458.0,-12.0,-3.81
odas,303678202,37773734.0,12.0,0.68
petkm,2321866066,324221920.0,14.000000000000002,2.4
pgsus,2436676236,192774041.0,8.0,21.42
sahol,2911242437,89573929.0,3.0,3.26
sasa,4205272424,545566301.0,13.0,0.47
sise,3200710513,430600472.0,13.0,5.13
tavhl,644242586,-25377968.0,-4.0,-10.16
tcell,3276624229,113537436.0,3.0,3.66
thyao,17361114949,2825326548.0,16.0,53.59
toaso,1640898039,211136200.0,13.0,26.57
tuprs,5160560671,1000856728.0,19.0,25.74
hisse,t_is_hac,t_p_akısı,i_hac_oranı,h_b_p_g
alark,748533832,69397010.0,9.0,7.44
arclk,594670671,-9902257.0,-2.0,-2.28
asels,8275171333,666288680.0,8.0,8.71
astor,2484398142,298890526.0,12.0,13.1
bimas,3321404300,174552263.0,5.0,28.83
ekgyo,3844311212,-190134684.0,-5.0,-0.76
enkai,1708278361,5991474.0,0.0,0.19
eregl,7949747598,1040105148.0,13.0,3.16
froto,1770897306,415874784.0,23.0,222.86
gubrf,1221524292,-145287280.0,-12.0,-34.81
hekts,714425614,97138571.0,14.000000000000002,0.48
kchol,11066925981,2119963976.0,19.0,31.47
kozal,1961387721,121407292.0,6.0,1.51
kozaa,553372571,31041517.0,6.0,4.11
krdmd,2476914240,-300461458.0,-12.0,-3.81
odas,303678202,37773734.0,12.0,0.68
petkm,2321866066,324221920.0,14.000000000000002,2.4
pgsus,2436676236,192774041.0,8.0,21.42
sahol,2911242437,89573929.0,3.0,3.26
sasa,4205272424,545566301.0,13.0,0.47
sise,3200710513,430600472.0,13.0,5.13
tavhl,644242586,-25377968.0,-4.0,-10.16
tcell,3276624229,113537436.0,3.0,3.66
thyao,17361114949,2825326548.0,16.0,53.59
toaso,1640898039,211136200.0,13.0,26.57
tuprs,5160560671,1000856728.0,19.0,25.74
hisse,t_is_hac,t_p_akısı,i_hac_oranı,h_b_p_g
tezol,68854940,2909969.0,4.0,0.78
a1cap,50941165,9264825.0,18.0,0.85
adgyo,32153904,4642573.0,14.000000000000002,4.13
agrot,641038669,-16494678.0,-3.0,-0.24
ahgaz,73090731,-8479232.0,-12.0,-2.24
akfye,77202733,9644408.0,12.0,2.16
alfas,195939601,6250952.0,3.0,1.74
asgyo,36280885,5657102.0,16.0,1.64
atakp,25734877,2637438.0,10.0,4.14
astor,2484398142,298890526.0,12.0,13.1
aztek,175225550,11547461.0,7.000000000000001,2.71
barma,35201979,1567223.0,4.0,0.78
begyo,516940483,-48771423.0,-9.0,-1.21
bieny,96587165,38308390.0,40.0,11.95
bigch,47256427,-8466606.0,-18.0,-5.26
binho,212840104,-11393651.0,-5.0,-13.23
bmstl,78550000,-6219765.0,-8.0,-3.0
borls,126044960,619546.0,0.0,0.43
brkvy,73632350,4943349.0,7.000000000000001,3.88
bvsan,100114355,1199052.0,1.0,1.39
bydnr,13133950,565610.0,4.0,0.92
cates,38868455,1702392.0,4.0,1.28
conse,39048963,8850058.0,23.0,0.6
cvkmd,197376035,-837473.0,-0.0,-0.04
cwene,147605624,8595148.0,6.0,1.03
dapgm,164260654,-12403162.0,-8.0,-0.6
dmrgd,48180151,-181923.0,-0.0,-0.05
dofer,23269805,2972543.0,13.0,3.33
ebebk,33303557,2571753.0,8.0,4.08
ekos,42809442,651501.0,2.0,0.32
eksun,29971199,-6164450.0,-21.0,-1.27
enery,132723948,21641682.0,16.0,36.47
ensri,30994887,888541.0,3.0,0.5
eupwr,152083919,15575403.0,10.0,3.53
euren,225074369,30576177.0,14.000000000000002,0.63
eygyo,31166237,-1752478.0,-6.0,-0.13
forte,69638297,-3173582.0,-5.0,-2.9
fzlgy,131013766,-17732344.0,-14.000000000000002,-3.89
gipta,91518265,7775945.0,8.0,4.62
goknr,102976189,8132865.0,8.0,1.66
grsel,357080932,800840.0,0.0,0.46
gznmi,96212280,-2435223.0,-3.0,-1.83
hatsn,46396415,2696583.0,6.0,2.35
hktm,43915409,-2887302.0,-7.000000000000001,-0.9
httbt,61118941,16968970.0,28.000000000000004,10.7
imasm,55487923,5843699.0,11.0,0.26
inves,57675129,-5295904.0,-9.0,-20.96
izenr,100378139,10076159.0,10.0,0.5
