banka,42713004869.5,7685623645.4,18.0,4,0
tekno,22403813721.8,513696280.3,2.3,23,13
gyo,19075294316.4,-2331676067.7,-12.2,25,21
bist30,113117928397.7,4236181180.2,3.7,15,10
harz,27197812401.8,1681779666.6,6.2,57,38
bist500,169531938733.4,-18406083.1,-0.0,216,179
enerji,6901755734.8,272037576.1,3.9,17,15
bist100,154055960843.5,3298717473.4,2.1,48,43
fonlar,375856121.0,-11233520.0,-3.0,3,8
fin_sigorta,3096777660.7,-65290540.5,-2.1,6,5
cim_ins,5195284071.5,-9826859.4,-0.2,12,11
bist_100_disi,47416114937.8,-922511239.6,-1.9,177,147
