tekno,19914262908.9,-678175862.5,-3.4,17,18
gyo,9714412341.4,653479540.8,6.7,27,19
banka,41931269495.0,-1033662345.2,-2.5,3,5
bist30,111016980068.2,-2886004412.3,-2.6,11,15
harz,47926110764.3,-406803952.4,-0.8,39,54
bist500,158864442097.4,53898049.0,0.0,203,189
enerji,7380728317.4,690016813.8,9.3,19,13
bist100,154178617760.5,-3141350809.7,-2.0,42,49
fonlar,395032585.4,-50416963.2,-12.8,1,7
fin_sigorta,2920953667.1,-264589912.4,-9.1,3,8
cim_ins,3224063265.1,-84780802.7,-2.6,10,13
bist_100_disi,40732959373.3,1007608648.4,2.5,172,150
