hisse,t_is_hac,t_p_akısı,i_hac_oranı,h_b_p_g
altny,440958191,-7490118.0,-2.0,-1.13
asels,10876779618,331160082.0,3.0,6.3
reedr,173800464,-11284489.0,-6.0,-0.48
miatk,550343073,16013088.0,3.0,1.12
sdttr,137442517,-1138781.0,-1.0,-1.55
ingrm,18599226,-313780.0,-2.0,-7.14
atatp,155639803,-19862832.0,-13.0,-18.95
alctl,41397810,424811.0,1.0,1.12
karel,41160992,-3036688.0,-7.000000000000001,-0.67
aztek,33196611,209012.0,1.0,0.03
httbt,42449398,-9153354.0,-22.0,-9.73
logo,80442079,-23060765.0,-28.999999999999996,-46.19
ardyz,383040332,-22289677.0,-6.0,-2.21
indes,38546397,-305855.0,-1.0,-0.06
mobtl,58801528,14859773.0,25.0,2.09
penta,32904047,4262306.0,13.0,1.82
netas,15814802,-108597.0,-1.0,-0.43
arena,21934790,532735.0,2.0,0.7
escom,37513292,1581595.0,4.0,0.13
papil,446222414,-22178452.0,-5.0,-0.8
forte,117230676,19555901.0,17.0,13.55
link,466145425,-29176273.0,-6.0,-15.79
vbtyz,15696302,2138602.0,14.000000000000002,2.16
fonet,115089283,18813580.0,16.0,0.46
mtrks,35184989,-3302790.0,-9.0,-2.28
edata,51142680,3850293.0,8.0,0.42
kfein,38756581,808626.0,2.0,0.19
pkart,7354438,346202.0,5.0,3.37
obase,10295234,-434312.0,-4.0,-1.43
kront,20927795,-5611355.0,-27.0,-3.56
smart,39021098,4024221.0,10.0,2.43
dgate,21837210,-8210790.0,-38.0,-24.18
despc,17044402,-6705135.0,-39.0,-18.63
manas,25767034,0.0,0.0,0.0
odine,106106870,-5197021.0,-5.0,-13.53
patek,883837861,49747203.0,6.0,1.52
hisse,t_is_hac,t_p_akısı,i_hac_oranı,h_b_p_g
trgyo,230151077,24112232.0,10.0,7.74
ekgyo,3381082810,-4589583.0,-0.0,-0.03
zrgyo,9707281,2620529.0,27.0,6.18
srvgy,272972393,5507089.0,2.0,0.07
rygyo,40081037,-3731164.0,-9.0,-2.0
isgyo,57351336,3323742.0,6.0,1.18
basgz,20075406,808027.0,4.0,1.69
aksgy,23006109,152748.0,1.0,0.05
ozkgy,33897641,-6063191.0,-18.0,-2.64
dggyo,7801551,-1344402.0,-17.0,-5.75
psgyo,347748192,28531751.0,8.0,0.22
yggyo,9426624,3315302.0,35.0,45.04
akmgy,4000097,-864239.0,-22.0,-42.54
asgyo,26339948,5032652.0,19.0,2.07
hlgyo,101517744,-7020490.0,-7.000000000000001,-0.27
adgyo,20550004,-6439976.0,-31.0,-14.23
akfgy,65249728,15259077.0,23.0,0.64
tsgyo,25300142,1545578.0,6.0,0.45
surgy,135448516,-1538591.0,-1.0,-0.54
klgyo,56337989,-9601161.0,-17.0,-1.11
algyo,227763651,55660067.0,24.0,7.38
kzbgy,91207478,-11424509.0,-13.0,-1.42
sngyo,103163073,1640205.0,2.0,0.07
vkgyo,51546312,1124791.0,2.0,0.06
pekgy,2397376633,-171623686.0,-7.000000000000001,-0.79
fzlgy,66038571,-6172542.0,-9.0,-1.19
begyo,126536042,3318417.0,3.0,0.14
segyo,87217558,-13551708.0,-16.0,-0.85
pehol,1540447494,130850742.0,8.0,2.79
nugyo,33429564,-137313.0,-0.0,-0.04
agyo,4523054,1837495.0,41.0,2.92
dzgyo,218686540,32454290.0,15.0,1.23
msgyo,15083307,-103852.0,-1.0,-0.04
mrgyo,88213687,-5715265.0,-6.0,-0.17
krgyo,24733583,-263970.0,-1.0,-0.03
ozgyo,65398751,-949620.0,-1.0,-0.05
kgyo,31323478,-3257381.0,-10.0,-0.51
ygyo,3527509,0.0,0.0,0.0
avgyo,33161617,-2285589.0,-7.000000000000001,-0.75
tdgyo,23022208,7217720.0,31.0,10.22
atagy,1397999,-269835.0,-19.0,-2.67
idgyo,3408408,-921186.0,-27.0,-0.82
mhrgy,11853935,652458.0,6.0,0.19
avpgy,22356984,1331233.0,6.0,3.21
vrgyo,58523425,-5767948.0,-10.0,-0.27
kzgyo,14776441,-1373515.0,-9.0,-2.21
eygyo,21280203,-185070.0,-1.0,-0.03
hisse,t_is_hac,t_p_akısı,i_hac_oranı,h_b_p_g
garan,4513642103,-146440726.0,-3.0,-4.55
isctr,7110246364,-379680408.0,-5.0,-0.76
halkb,2389723409,-252430002.0,-11.0,-3.9
vakbn,1709924507,-302712416.0,-18.0,-5.37
akbnk,8491049730,-76697447.0,-1.0,-0.62
skbnk,200820970,-21299960.0,-11.0,-0.82
albrk,99237231,-2402396.0,-2.0,-0.2
