tekno,10111858574.1,-650382567.1,-6.4,19,17
gyo,9763356484.5,719579001.5,7.4,32,14
banka,21936251305.3,355277370.1,1.6,4,4
bist30,51350619819.7,2951272544.6,5.7,18,7
harz,14828462016.3,547633095.7,3.7,55,40
harz,14828462016.3,547633095.7,3.7,55,40
bist500,96869222623.6,3631185263.1,3.7,264,133
enerji,3130579468.4,25958995.8,0.8,21,11
bist100,68220492263.1,3656309052.0,5.4,63,28
fonlar,1753195140.5,51598311.7,2.9,7,4
fin_sigorta,1364312591.4,100531873.7,7.4,6,5
cim_ins,2860494983.2,44168764.4,1.5,15,8
bist_100_disi,40696954530.6,734972095.0,1.8,211,116
