hisse,t_is_hac,t_p_akısı,i_hac_oranı,h_b_p_g
altny,274905246,-39252591.0,-14.000000000000002,-2.02
asels,8991187784,-182937183.0,-2.0,-7.64
reedr,76167561,-21765477.0,-28.999999999999996,-1.36
miatk,72611961,0.0,0.0,0.0
sdttr,132006080,-10487899.0,-8.0,-1.42
ingrm,12310197,-998860.0,-8.0,-26.86
atatp,274329000,-24619746.0,-9.0,-22.16
alctl,26225383,-3612542.0,-14.000000000000002,-12.82
karel,77078170,-10693798.0,-14.000000000000002,-0.88
aztek,19025240,0.0,0.0,0.0
httbt,20568412,-427277.0,-2.0,-0.64
logo,133612439,2156047.0,2.0,2.25
ardyz,976089911,-94464184.0,-10.0,-5.7
indes,41119198,-5909783.0,-14.000000000000002,-1.52
mobtl,18554700,-5825982.0,-31.0,-3.51
penta,45919076,-8249960.0,-18.0,-1.99
netas,131417581,2433260.0,2.0,1.55
arena,15549038,-304053.0,-2.0,-0.33
escom,60673147,-3284410.0,-5.0,-0.25
papil,66460841,-3150533.0,-5.0,-0.47
forte,123108743,-13688405.0,-11.0,-10.83
link,91853734,-528090.0,-1.0,-0.02
vbtyz,53995943,-4514983.0,-8.0,-2.42
fonet,69137585,-3292892.0,-5.0,-0.19
mtrks,28878710,-4840140.0,-17.0,-4.04
edata,1786453,0.0,0.0,0.0
kfein,21143000,938058.0,4.0,0.3
pkart,30126632,-1177404.0,-4.0,-3.68
obase,12521169,-3994368.0,-32.0,-10.04
kront,40747880,-1573221.0,-4.0,-0.76
smart,13732061,-2538629.0,-18.0,-3.51
dgate,15507668,-4016924.0,-26.0,-19.01
despc,16360984,-97742.0,-1.0,-0.2
manas,29208386,0.0,0.0,0.0
odine,12586605,0.0,0.0,0.0
patek,272717169,51612300.0,19.0,3.54
hisse,t_is_hac,t_p_akısı,i_hac_oranı,h_b_p_g
trgyo,95793545,6992142.0,7.000000000000001,6.65
ekgyo,2424424949,35965449.0,1.0,0.28
zrgyo,169503855,-3236596.0,-2.0,-0.37
srvgy,33510032,-358674.0,-1.0,-0.02
rygyo,320542901,26456847.0,8.0,3.71
isgyo,82806039,-3736674.0,-5.0,-1.03
basgz,16860105,1013769.0,6.0,2.49
aksgy,56114916,4158154.0,7.000000000000001,0.69
ozkgy,62606093,-4893441.0,-8.0,-0.95
dggyo,3531644,-301573.0,-9.0,-2.46
psgyo,525302856,35819245.0,7.000000000000001,0.15
yggyo,69444182,-3174775.0,-5.0,-9.77
akmgy,5861287,-1777481.0,-30.0,-70.03
asgyo,31482401,-8176191.0,-26.0,-2.61
hlgyo,65186853,-9882881.0,-15.0,-0.61
adgyo,57227936,7172810.0,13.0,6.14
akfgy,59655051,1374295.0,2.0,0.06
tsgyo,5318709,850213.0,16.0,0.84
surgy,56032724,-4855531.0,-9.0,-2.19
klgyo,50070301,-1730080.0,-3.0,-0.14
algyo,73540085,-7136770.0,-10.0,-0.32
kzbgy,94510666,-4850175.0,-5.0,-0.08
sngyo,204512586,-18463394.0,-9.0,-0.24
vkgyo,35086633,-5210181.0,-15.0,-0.26
pekgy,19435136,0.0,0.0,0.0
fzlgy,257273080,-34345893.0,-13.0,-1.19
begyo,10194343,51002.0,1.0,0.01
