tekno,14846647309.0,-1444305600.5,-9.7,10,26
gyo,12713937903.6,319860038.4,2.5,17,29
banka,38120135686.2,2094042030.9,5.5,4,2
bist30,96424859384.2,-3476704875.4,-3.6,10,16
harz,40847890356.1,-5064885918.3,-12.4,21,73
bist500,138657605153.0,-4293813505.8,-3.1,131,260
enerji,11326919402.4,-644920471.3,-5.7,5,27
bist100,134590598296.5,-6086339783.6,-4.5,30,61
fonlar,611928311.2,-220081140.0,-36.0,4,6
fin_sigorta,6826286975.6,-214608871.3,-3.1,4,7
cim_ins,4042923232.3,-143571798.3,-3.6,10,13
bist_100_disi,43542161807.8,-455107270.5,-1.0,105,216
