tekno,20257921699.8,1440912162.1,7.1,23,12
gyo,7869739069.1,127477533.0,1.6,33,13
banka,47305319328.4,-993603553.9,-2.1,4,4
bist30,98157994022.4,7277950535.7,7.4,17,6
harz,32640859713.7,73460864.8,0.2,64,31
bist500,143008151341.8,10173232951.3,7.1,253,136
enerji,10093593472.6,1429372250.4,14.2,25,7
bist100,126967034297.6,10100668460.2,8.0,69,19
fonlar,1535298063.0,48573679.2,3.2,3,4
fin_sigorta,875463542.8,42456253.5,4.8,6,4
cim_ins,2145834450.7,192296081.5,9.0,18,5
bist_100_disi,39637595154.9,1847895999.2,4.7,200,121
