tekno,7636489970.9,182353868.9,2.4,14,22
gyo,8576586951.3,585439292.3,6.8,28,19
banka,19830458793.5,-701884344.4,-3.5,4,4
bist30,46228921412.1,-549330344.0,-1.2,10,16
harz,16138570890.9,-200564056.5,-1.2,46,48
bist500,87663932186.3,-116532307.6,-0.1,157,241
enerji,5311939264.6,197738531.3,3.7,15,17
bist100,61898011769.2,-1214219143.9,-2.0,33,59
fonlar,1601912808.4,288443601.4,18.0,6,5
fin_sigorta,1182252598.0,7340535.9,0.6,5,6
cim_ins,4057555281.1,-89311460.7,-2.2,9,14
bist_100_disi,41639790697.9,81919546.9,0.2,134,193
