tekno,19885309985.1,2692430308.8,13.5,8,27
gyo,10967600445.5,647534848.7,5.9,24,22
banka,29893972255.0,-268643398.5,-0.9,3,5
bist30,101792019208.9,3148062600.7,3.1,11,13
harz,42428121117.8,2228409207.4,5.3,47,46
bist500,151698294652.7,7901798250.2,5.2,188,199
enerji,16810679295.3,2621034145.2,15.6,12,19
bist100,141289222062.5,6409055930.3,4.5,45,43
fonlar,71492550.6,5872900.4,8.2,6,2
fin_sigorta,2821093256.6,206991839.7,7.3,4,6
cim_ins,2407364720.9,107168051.7,4.5,12,11
bist_100_disi,43223972494.0,2964852439.2,6.9,157,162
