hisse,t_is_hac,t_p_akısı,i_hac_oranı,h_b_p_g
hisse,t_is_hac,t_p_akısı,i_hac_oranı,h_b_p_g
hisse,t_is_hac,t_p_akısı,i_hac_oranı,h_b_p_g
altny,270691966,-19121157.0,-7.000000000000001,-5.79
asels,3183686199,-294268072.0,-9.0,-11.93
reedr,217939033,-3309017.0,-2.0,-0.18
miatk,2034527664,-259586299.0,-13.0,-4.72
sdttr,105070182,-12259590.0,-12.0,-23.84
ingrm,18300227,651872.0,4.0,14.12
atatp,65652171,-7196562.0,-11.0,-8.81
alctl,41712954,1558320.0,4.0,3.59
karel,32359599,-857087.0,-3.0,-0.23
aztek,29842430,-3630805.0,-12.0,-4.73
httbt,48933872,-9257153.0,-19.0,-8.52
logo,172781216,21935839.0,13.0,15.55
ardyz,88292136,-9831558.0,-11.0,-2.77
indes,28630762,3069986.0,11.0,0.71
mobtl,726541892,-8847660.0,-1.0,-0.1
penta,26288880,-3022550.0,-11.0,-1.51
netas,61377496,-1742538.0,-3.0,-1.5
arena,68359801,-8607618.0,-13.0,-5.35
escom,22893151,522248.0,2.0,0.06
papil,854891060,58662403.0,7.000000000000001,2.39
forte,25268759,-379770.0,-2.0,-0.99
link,73853240,-2922528.0,-4.0,-20.84
vbtyz,15965540,-5573912.0,-35.0,-6.43
fonet,176829298,12408055.0,7.000000000000001,1.06
mtrks,27314924,1546637.0,6.0,1.2
edata,88857860,-6055118.0,-7.000000000000001,-0.3
kfein,99673986,-4865027.0,-5.0,-5.9
pkart,13344817,-152580.0,-1.0,-0.74
obase,18267912,1797132.0,10.0,2.98
kront,51273665,6086645.0,12.0,1.87
smart,23685108,-640459.0,-3.0,-0.73
dgate,24270252,1773342.0,7.000000000000001,3.69
despc,14711250,-786836.0,-5.0,-2.31
manas,278525487,-17529646.0,-6.0,-0.51
odine,150340235,-15120650.0,-10.0,-11.24
patek,777619112,69537222.0,9.0,6.4
hisse,t_is_hac,t_p_akısı,i_hac_oranı,h_b_p_g
trgyo,97372683,-6482785.0,-7.000000000000001,-3.87
ekgyo,2815000568,340563144.0,12.0,1.39
zrgyo,113688937,-5954195.0,-5.0,-1.26
srvgy,50750032,600039.0,1.0,0.04
rygyo,75968484,11256942.0,15.0,1.98
isgyo,53939183,-10760667.0,-20.0,-3.06
basgz,13249485,3948451.0,30.0,8.09
aksgy,31865334,-1265186.0,-4.0,-0.25
ozkgy,26386171,-3046058.0,-12.0,-1.19
dggyo,9572901,-1130903.0,-12.0,-3.83
psgyo,139750242,2354555.0,2.0,0.03
yggyo,28152649,-978958.0,-3.0,-2.51
akmgy,9728491,-1683465.0,-17.0,-37.22
asgyo,29515848,-5689563.0,-19.0,-1.98
hlgyo,86217238,4545260.0,5.0,0.14
adgyo,69986272,6859957.0,10.0,3.13
akfgy,36466319,-992176.0,-3.0,-0.05
tsgyo,39082615,-576798.0,-1.0,-0.1
surgy,84104239,19460206.0,23.0,9.4
klgyo,53153967,-593650.0,-1.0,-0.05
algyo,19279660,480842.0,2.0,0.44
kzbgy,159412235,-12165058.0,-8.0,-0.68
sngyo,74423214,-10432745.0,-14.000000000000002,-0.45
vkgyo,72739158,1627315.0,2.0,0.04
pekgy,135679337,-1399511.0,-1.0,-0.01
fzlgy,104506789,-23327359.0,-22.0,-7.14
begyo,359682006,-59921340.0,-17.0,-2.79
segyo,176501139,-10073470.0,-6.0,-0.24
pehol,152882343,0.0,0.0,0.0
nugyo,12548296,-1534731.0,-12.0,-0.81
agyo,6977739,951166.0,14.000000000000002,0.83
dzgyo,39592129,-239122.0,-1.0,-0.04
msgyo,12576720,-758119.0,-6.0,-0.23
