tekno,6192953909.0,161643255.1,2.6,13,23
gyo,6810337833.3,-311312600.5,-4.6,18,29
banka,18755752429.6,-2020284026.6,-10.8,2,6
bist30,32952835920.7,-1724116199.8,-5.2,9,17
harz,15992422961.4,251761363.4,1.6,37,58
bist500,80924073382.4,-766433643.2,-0.9,171,228
enerji,4550543834.4,-5922431.6,-0.1,11,21
bist100,47682617786.4,-1679461656.6,-3.5,34,58
fonlar,1499284209.6,204699311.1,13.7,4,7
fin_sigorta,1074379163.9,-39147081.5,-3.6,6,5
cim_ins,4432294988.7,-50736641.9,-1.1,9,14
bist_100_disi,45005800121.2,405340408.4,0.9,146,182
