hisse,t_is_hac,t_p_akısı,i_hac_oranı,h_b_p_g
altny,353162464,2695310.0,1.0,0.11
asels,11229972191,2600877834.0,23.0,77.46
reedr,1244446722,117486802.0,9.0,0.68
miatk,265431008,-2827189.0,-1.0,-0.41
sdttr,381979050,8753156.0,2.0,5.0
ingrm,8698966,-870548.0,-10.0,-38.86
atatp,99466325,-15217431.0,-15.0,-22.67
alctl,73033893,10010120.0,14.000000000000002,17.94
karel,121673537,2559082.0,2.0,0.19
aztek,18878759,676861.0,4.0,0.15
httbt,28191036,2118876.0,8.0,2.85
logo,69969792,4666092.0,7.000000000000001,9.07
ardyz,118859829,8514179.0,7.000000000000001,2.97
indes,189167309,14296950.0,8.0,0.68
mobtl,112066972,24698308.0,22.0,2.29
penta,24172889,202501.0,1.0,0.11
netas,23064788,1644983.0,7.000000000000001,4.13
arena,31759552,-1316278.0,-4.0,-1.07
escom,354110054,-37939784.0,-11.0,-0.6
papil,217896574,3152575.0,1.0,0.23
forte,338779576,26667432.0,8.0,7.75
link,366413830,58709882.0,16.0,0.97
vbtyz,34182974,-1940040.0,-6.0,-1.26
fonet,630613748,32254265.0,5.0,0.25
mtrks,19202417,-3824900.0,-20.0,-4.33
edata,163818583,4194271.0,3.0,0.36
kfein,22358292,460439.0,2.0,0.18
pkart,25891055,1573739.0,6.0,4.52
obase,9064653,820114.0,9.0,3.13
kront,174486997,-3646138.0,-2.0,-0.48
smart,203449305,-9584201.0,-5.0,-1.64
dgate,139130560,13120947.0,9.0,7.29
despc,28959307,-1368337.0,-5.0,-1.84
manas,713697527,274647205.0,38.0,9.2
odine,433911142,13098986.0,3.0,19.03
patek,198651425,-10925934.0,-6.0,-0.97
hisse,t_is_hac,t_p_akısı,i_hac_oranı,h_b_p_g
trgyo,81505971,11312465.0,14.000000000000002,11.68
ekgyo,1632901314,161240800.0,10.0,2.03
zrgyo,11473170,1831341.0,16.0,3.48
srvgy,235871877,29498148.0,13.0,0.41
rygyo,68278298,12318308.0,18.0,5.75
isgyo,21442651,5517912.0,26.0,5.46
basgz,16390894,4655555.0,28.000000000000004,13.98
aksgy,33207430,13269205.0,40.0,3.41
ozkgy,51064658,-2333636.0,-5.0,-0.61
dggyo,3328711,-968528.0,-28.999999999999996,-8.21
psgyo,225612215,56372865.0,25.0,0.55
yggyo,91174949,11955891.0,13.0,25.12
akmgy,4337656,729926.0,17.0,37.2
asgyo,20925581,2988593.0,14.000000000000002,1.59
hlgyo,293189049,4619992.0,2.0,0.08
adgyo,81860302,17823099.0,22.0,12.27
akfgy,79328137,-7031637.0,-9.0,-0.26
tsgyo,4644933,472708.0,10.0,0.7
surgy,223644293,-31958051.0,-14.000000000000002,-7.84
klgyo,62006378,9538867.0,15.0,0.89
algyo,94916383,-6624801.0,-7.000000000000001,-0.34
kzbgy,110381486,5357980.0,5.0,0.15
sngyo,199892622,9349710.0,5.0,0.18
vkgyo,37081755,5264559.0,14.000000000000002,0.39
pekgy,5094227313,370857015.0,7.000000000000001,0.98
fzlgy,207621202,90076852.0,43.0,6.27
begyo,18973974,1432245.0,8.0,0.32
segyo,190531990,-38947142.0,-20.0,-1.03
pehol,1937530789,-229775503.0,-12.0,-1.96
nugyo,8391228,488461.0,6.0,0.53
agyo,8878315,3314248.0,37.0,3.25
dzgyo,20245195,3585951.0,18.0,1.35
msgyo,85174882,969170.0,1.0,0.09
mrgyo,97462983,35447596.0,36.0,0.52
krgyo,26099317,-1766223.0,-7.000000000000001,-0.19
ozgyo,10963727,131073.0,1.0,0.02
