tekno,14133691235.2,-145935891.5,-1.0,19,16
gyo,15599918815.4,-350266717.2,-2.2,21,25
banka,26538223156.1,-932845630.5,-3.5,2,6
bist30,98343069290.3,1571392813.4,1.6,5,19
harz,40986687757.5,2076888415.5,5.1,40,52
bist500,170136358775.6,-2271016958.8,-1.3,183,210
enerji,14132267605.1,-482350974.3,-3.4,10,22
bist100,143615762658.3,1829077439.8,1.3,36,54
fonlar,674343880.8,-335331226.7,-49.7,3,5
fin_sigorta,3114428851.3,359784093.3,11.6,8,3
cim_ins,4944032855.9,-115745771.8,-2.3,10,13
bist_100_disi,56548438257.9,-1828830081.7,-3.2,156,167
