tekno,8985264605.3,-298338298.3,-3.3,23,13
gyo,8869181503.8,270409920.3,3.0,24,22
banka,30684741641.6,3575321738.2,11.7,6,1
bist30,49142213295.6,3720194049.8,7.6,21,5
harz,14274269293.0,993121810.2,7.0,60,35
bist500,85465963733.9,4910305399.0,5.7,258,139
enerji,4253881127.8,682385861.3,16.0,26,6
bist100,66068270307.3,5381433182.3,8.1,77,15
fonlar,193124981.7,-34161752.6,-17.7,2,4
fin_sigorta,2156577764.4,281672726.4,13.1,7,4
cim_ins,3478315524.8,152119424.2,4.4,15,8
bist_100_disi,30776565344.3,861073331.0,2.8,197,129
