hisse,t_is_hac,t_p_akısı,i_hac_oranı,h_b_p_g
altny,630913551,-7364760.0,-1.0,-0.93
asels,2032550910,373481414.0,18.0,25.23
reedr,196145807,15101715.0,8.0,0.92
miatk,141902769,-11378040.0,-8.0,-2.56
sdttr,44216119,5949577.0,13.0,23.88
ingrm,5660187,-279504.0,-5.0,-17.88
atatp,23835871,-4066949.0,-17.0,-14.87
alctl,22278807,2478910.0,11.0,11.87
karel,28185148,7745854.0,27.0,2.35
aztek,18229872,55769.0,0.0,0.12
httbt,6523528,1407325.0,22.0,8.63
logo,135613836,37329496.0,28.000000000000004,41.25
ardyz,23533036,2415005.0,10.0,2.86
indes,25084894,-1190754.0,-5.0,-0.3
mobtl,41360259,-7766277.0,-19.0,-1.23
penta,16725397,-1309611.0,-8.0,-1.03
netas,6769215,2429570.0,36.0,17.76
arena,49792680,6906124.0,14.000000000000002,4.8
escom,23502551,-335069.0,-1.0,-0.04
papil,273281015,-18964115.0,-7.000000000000001,-2.73
forte,17335729,3297830.0,19.0,13.39
link,22350001,1112163.0,5.0,27.06
vbtyz,13970833,-1987515.0,-14.000000000000002,-2.82
fonet,16317199,-1742525.0,-11.0,-1.46
mtrks,9170845,-1128781.0,-12.0,-2.34
edata,9412162,2123453.0,23.0,0.95
kfein,10777762,1589555.0,15.0,13.54
pkart,13012440,205896.0,2.0,1.06
obase,5513092,-418529.0,-8.0,-2.29
kront,26563546,-5299713.0,-20.0,-3.38
smart,6631304,-701477.0,-11.0,-2.49
dgate,12330806,49122.0,0.0,0.25
despc,12017590,-1132342.0,-9.0,-4.45
manas,12034862,658874.0,5.0,0.31
odine,46631656,-7743556.0,-17.0,-12.65
patek,691427519,195861639.0,28.000000000000004,5.35
hisse,t_is_hac,t_p_akısı,i_hac_oranı,h_b_p_g
trgyo,30857525,-511823.0,-2.0,-1.01
ekgyo,531393528,17077126.0,3.0,0.49
zrgyo,23120618,2541317.0,11.0,2.63
srvgy,33115742,3585947.0,11.0,0.29
rygyo,43456128,-1567267.0,-4.0,-0.49
isgyo,28369340,2804609.0,10.0,1.5
basgz,24497655,-1944596.0,-8.0,-2.86
aksgy,15618109,-750050.0,-5.0,-0.3
