tekno,16356284268.1,-84470509.2,-0.5,24,11
gyo,20055068412.7,249378600.8,1.2,33,13
banka,28786993263.2,1069384406.6,3.7,7,1
bist30,85407713010.6,2603663563.4,3.0,16,8
harz,31132368237.8,1766768048.6,5.7,51,43
bist500,131557097629.8,1437566194.5,1.1,207,184
enerji,5086380036.2,305141413.0,6.0,17,15
bist100,117358527416.8,3543445025.4,3.0,60,30
fonlar,512622541.7,292538221.0,57.1,5,4
fin_sigorta,5091754256.9,247001514.5,4.9,6,5
cim_ins,2484849774.6,-52349365.0,-2.1,9,14
cim_ins,2486265196.7,-50032356.6,-2.0,9,14
bist_100_disi,40037916245.6,-348437957.6,-0.9,157,164
