tekno,10046912050.8,-864992824.4,-8.6,9,27
gyo,27473454803.5,-3915695314.0,-14.3,26,20
banka,29831136977.0,1903168087.6,6.4,7,1
bist30,67121067450.9,-1669805581.2,-2.5,7,19
harz,20711546834.6,-1192749616.7,-5.8,37,58
bist500,143598964702.0,-5476253178.9,-3.8,159,234
enerji,10867589941.8,449321751.7,4.1,16,16
bist100,103079362836.6,-2091382685.5,-2.0,30,62
fonlar,181344481.0,14878198.1,8.2,3,6
fin_sigorta,11541346775.3,-3732846537.5,-32.3,5,5
cim_ins,5938296012.2,-372913584.3,-6.3,9,14
bist_100_disi,55357877258.2,-3793764087.7,-6.9,134,188
