tekno,26826834113.4,3177131703.5,11.8,9,25
gyo,8632090397.3,24986128.5,0.3,21,24
banka,32188696018.0,885502814.8,2.8,4,4
bist30,115639802393.6,957653949.5,0.8,12,13
harz,42606170999.1,3119091442.8,7.3,39,54
bist500,153247717464.7,1563478430.8,1.0,159,230
enerji,7442157385.2,741402181.9,10.0,15,17
bist100,149367175763.5,1938825000.6,1.3,37,53
fonlar,192143641.7,10396412.2,5.4,5,4
fin_sigorta,3057582738.6,-28944265.4,-0.9,3,8
cim_ins,2814305493.6,72798210.0,2.6,10,13
bist_100_disi,37277864933.9,1368572771.8,3.7,133,187
