hisse,t_is_hac,t_p_akısı,i_hac_oranı,h_b_p_g
altny,241133600,37697077.0,16.0,9.98
asels,7682835188,851809960.0,11.0,23.44
reedr,100566304,7425932.0,7.000000000000001,0.54
miatk,631665273,71111318.0,11.0,4.2
sdttr,95829290,538793.0,1.0,1.04
ingrm,12473288,2241547.0,18.0,73.88
atatp,155108799,-20458100.0,-13.0,-18.26
alctl,38220310,-4273430.0,-11.0,-12.0
karel,67519974,-1371888.0,-2.0,-0.18
aztek,20226198,3322364.0,16.0,0.72
httbt,43937504,-7367920.0,-17.0,-7.21
logo,44454128,10070632.0,23.0,36.23
ardyz,315244586,31771058.0,10.0,3.86
indes,40032272,-3919621.0,-10.0,-0.7
mobtl,39035650,4242963.0,11.0,0.89
penta,29516117,4228500.0,14.000000000000002,1.99
netas,24675684,1239955.0,5.0,3.18
arena,21920022,-1094916.0,-5.0,-1.41
escom,24348216,-1261104.0,-5.0,-0.16
papil,999183163,-87736268.0,-9.0,-1.54
forte,78882478,1268685.0,2.0,1.3
link,231538009,-47537062.0,-21.0,-48.15
vbtyz,60942792,-1860040.0,-3.0,-0.49
fonet,102040206,3599901.0,4.0,0.1
mtrks,20103175,-81700.0,-0.0,-0.1
edata,18655188,952222.0,5.0,0.27
kfein,49912184,-6682010.0,-13.0,-1.2
pkart,16096282,192609.0,1.0,0.86
obase,10532091,-1350102.0,-13.0,-4.25
kront,30077183,-5150251.0,-17.0,-2.17
smart,11707310,695825.0,6.0,1.39
dgate,34132841,-328361.0,-1.0,-0.61
despc,17018116,13181.0,0.0,0.04
manas,305671317,14838011.0,5.0,0.81
odine,75247081,-15085994.0,-20.0,-56.67
patek,560545324,42525765.0,8.0,1.97
hisse,t_is_hac,t_p_akısı,i_hac_oranı,h_b_p_g
trgyo,97063026,25240861.0,26.0,19.22
ekgyo,3338774349,388573243.0,12.0,2.44
zrgyo,72386464,5111706.0,7.000000000000001,1.62
srvgy,102047272,2238953.0,2.0,0.08
rygyo,38458666,1645641.0,4.0,0.92
isgyo,82806118,1985998.0,2.0,0.5
basgz,33524849,3517116.0,10.0,4.45
aksgy,38195358,9081132.0,24.0,1.8
ozkgy,30232365,1573983.0,5.0,0.76
dggyo,3624436,-339581.0,-9.0,-3.1
psgyo,1300244840,-234299657.0,-18.0,-0.49
yggyo,15604071,-5132706.0,-33.0,-42.3
akmgy,3697593,308637.0,8.0,16.91
asgyo,19768209,1018482.0,5.0,0.55
hlgyo,73819676,-3598238.0,-5.0,-0.19
adgyo,32708141,884641.0,3.0,1.26
akfgy,72963174,24247797.0,33.0,0.92
tsgyo,15741753,697156.0,4.0,0.32
surgy,248503781,-18145227.0,-7.000000000000001,-3.39
klgyo,80011118,12918089.0,16.0,1.04
algyo,108425712,5093049.0,5.0,1.38
kzbgy,117395225,-11969278.0,-10.0,-1.1
sngyo,57491638,-1759696.0,-3.0,-0.14
vkgyo,125167280,9484176.0,8.0,0.2
pekgy,2952311806,-271986311.0,-9.0,-1.08
fzlgy,52363545,567272.0,1.0,0.14
begyo,56067967,1325807.0,2.0,0.12
segyo,46179496,-2912743.0,-6.0,-0.34
pehol,2093153077,60734221.0,3.0,0.97
nugyo,12093992,142762.0,1.0,0.11
agyo,3575414,-681582.0,-19.0,-1.36
dzgyo,43399258,-5470005.0,-13.0,-0.99
msgyo,17212086,-3322823.0,-19.0,-1.01
mrgyo,84532666,-2032771.0,-2.0,-0.06
krgyo,21760053,-2745067.0,-13.0,-0.39
ozgyo,53731472,7653960.0,14.000000000000002,0.46
kgyo,23198021,244929.0,1.0,0.05
ygyo,3806224,0.0,0.0,0.0
avgyo,22011954,-1671018.0,-8.0,-0.86
tdgyo,55113642,-7446906.0,-14.000000000000002,-5.27
atagy,3409699,-840132.0,-25.0,-3.39
idgyo,6147951,1411740.0,23.0,0.7
mhrgy,11235549,211617.0,2.0,0.07
avpgy,55908653,-8433763.0,-15.0,-8.1
vrgyo,50839240,225244.0,0.0,0.01
kzgyo,19980092,2459644.0,12.0,2.92
eygyo,39265673,4693164.0,12.0,0.45
hisse,t_is_hac,t_p_akısı,i_hac_oranı,h_b_p_g
garan,3637636526,962395556.0,26.0,37.44
isctr,6778727158,833082807.0,12.0,1.72
halkb,1718057318,1454083.0,0.0,0.03
vakbn,1084711981,103672409.0,10.0,2.81
akbnk,5683981310,1030279263.0,18.0,12.8
skbnk,537687353,-28143001.0,-5.0,-0.42
albrk,112618690,3028978.0,3.0,0.22
ykbnk,5050007225,645180957.0,13.0,4.7
hisse,t_is_hac,t_p_akısı,i_hac_oranı,h_b_p_g
alark,751773729,71995689.0,10.0,9.43
arclk,290183624,-50154952.0,-17.0,-19.02
asels,7682835188,851809960.0,11.0,23.44
astor,9019264330,1167370420.0,13.0,14.5
bimas,3556781674,849374455.0,24.0,136.23
ekgyo,3338774349,388573243.0,12.0,2.44
enkai,868796004,62525960.0,7.000000000000001,5.87
eregl,4314817835,221870681.0,5.0,1.28
froto,1898072262,275429952.0,15.0,14.32
gubrf,667770890,21015343.0,3.0,10.66
hekts,276713312,23777205.0,9.0,0.28
kchol,5270808101,856828212.0,16.0,28.75
trmet,705537928,59727694.0,8.0,8.36
tralt,6819674899,-490871185.0,-7.000000000000001,-2.58
krdmd,1616456111,162169315.0,10.0,2.75
odas,131445236,5996210.0,5.0,0.25
petkm,1096649998,-70872905.0,-6.0,-1.12
