tekno,27645510799.6,2083374374.3,7.5,10,24
gyo,21122097104.9,2797101397.3,13.2,24,21
banka,88731917753.0,-835686216.3,-0.9,4,3
bist30,185258165138.2,12388298527.0,6.7,14,8
harz,35160014151.7,4820853242.1,13.7,46,46
bist500,236526579426.4,9211994888.5,3.9,178,210
enerji,8713293534.1,396195086.6,4.5,17,15
bist100,230476127559.2,17028724862.1,7.4,44,42
fonlar,1130174724.9,159398816.2,14.1,4,6
fin_sigorta,2714928806.3,-107072217.4,-3.9,4,7
cim_ins,3471233976.7,-4904149.0,-0.1,8,15
bist_100_disi,39372007430.4,-3035080766.9,-7.7,142,180
