hisse,t_is_hac,t_p_akısı,i_hac_oranı,h_b_p_g
altny,800364977,-51807699.0,-6.0,-6.07
asels,5813964597,145624835.0,3.0,2.92
reedr,785281093,245266866.0,31.0,3.98
miatk,2860377128,528446742.0,18.0,8.67
sdttr,114500697,436193.0,0.0,0.76
ingrm,25895771,1540606.0,6.0,23.79
atatp,42232184,-3453940.0,-8.0,-6.94
alctl,53927934,-321007.0,-1.0,-0.6
karel,45056974,-1989395.0,-4.0,-0.39
aztek,86640726,2970895.0,3.0,1.43
httbt,223221730,24487542.0,11.0,5.19
logo,91117590,12555822.0,14.000000000000002,17.21
ardyz,95665585,10958042.0,11.0,3.11
indes,60548874,1558999.0,3.0,0.18
mobtl,22605149,873983.0,4.0,0.14
penta,56207058,1822259.0,3.0,0.43
netas,55456438,-2427645.0,-4.0,-2.28
arena,44680906,6434283.0,14.000000000000002,5.49
escom,34888897,3851662.0,11.0,0.27
papil,553242148,-73836626.0,-13.0,-4.85
forte,164180604,13087073.0,8.0,6.35
link,42379730,6829265.0,16.0,71.28
vbtyz,41230498,9743457.0,24.0,4.53
fonet,143413845,6979561.0,5.0,0.68
mtrks,68681872,1616516.0,2.0,0.62
edata,29074881,4259278.0,15.0,0.56
kfein,90521437,8726788.0,10.0,11.27
pkart,18265704,-716829.0,-4.0,-2.32
obase,34019597,3179458.0,9.0,2.65
kront,24255262,-545079.0,-2.0,-0.38
smart,79413425,20364370.0,26.0,7.02
dgate,20693748,3388138.0,16.0,8.28
despc,16044598,1173671.0,7.000000000000001,3.32
manas,66291632,7542409.0,11.0,1.24
odine,187428304,-13805379.0,-7.000000000000001,-8.84
patek,763077229,116758494.0,15.0,12.53
hisse,t_is_hac,t_p_akısı,i_hac_oranı,h_b_p_g
trgyo,207479079,73701437.0,36.0,20.15
ekgyo,2698461991,583626015.0,22.0,2.76
zrgyo,155328826,9969294.0,6.0,1.18
srvgy,111416969,-24845496.0,-22.0,-0.61
rygyo,132673101,21871845.0,16.0,2.28
isgyo,95036342,-2162645.0,-2.0,-0.38
basgz,20462353,-4327318.0,-21.0,-5.74
aksgy,57382813,5891192.0,10.0,0.68
ozkgy,66816581,17275891.0,26.0,2.84
dggyo,10572530,477500.0,5.0,1.61
psgyo,222617023,2956481.0,1.0,0.02
yggyo,17294723,-611312.0,-4.0,-2.6
akmgy,7481943,418812.0,6.0,12.06
asgyo,41592789,5497053.0,13.0,1.38
hlgyo,216578223,51440818.0,24.0,0.64
adgyo,49743970,6546590.0,13.0,4.05
akfgy,77131173,7697992.0,10.0,0.19
tsgyo,299523252,22110507.0,7.000000000000001,0.6
surgy,106560287,7008664.0,7.000000000000001,2.57
klgyo,62004902,-5554.0,-0.0,-0.0
algyo,37403258,3552619.0,9.0,1.71
kzbgy,185923728,64086290.0,34.0,2.23
sngyo,240536171,40204058.0,17.0,0.56
vkgyo,195070097,41720506.0,21.0,0.43
pekgy,397255596,61919661.0,16.0,0.23
fzlgy,75330161,11821027.0,16.0,5.13
begyo,388968385,31981614.0,8.0,1.18
segyo,35026066,-1232821.0,-4.0,-0.17
pehol,846405518,-42965252.0,-5.0,-0.72
nugyo,13845895,-859644.0,-6.0,-0.39
agyo,6867045,726088.0,11.0,0.64
dzgyo,121278706,3885128.0,3.0,0.27
msgyo,11334528,101259.0,1.0,0.04
mrgyo,118002948,7295557.0,6.0,0.08
krgyo,96402052,-5425582.0,-6.0,-0.67
ozgyo,71566045,7678134.0,11.0,0.52
kgyo,39455514,2274959.0,6.0,0.17
ygyo,436842123,1094430.0,0.0,0.01
avgyo,13532844,662525.0,5.0,0.46
tdgyo,178195594,-7358576.0,-4.0,-0.6
atagy,6468625,224906.0,3.0,0.35
idgyo,7475315,1236673.0,17.0,0.37
mhrgy,37896212,12935156.0,34.0,1.6
avpgy,120143983,5142513.0,4.0,2.37
vrgyo,26874328,1309179.0,5.0,0.12
kzgyo,15654651,-469885.0,-3.0,-0.58
eygyo,21023979,-1951900.0,-9.0,-0.19
hisse,t_is_hac,t_p_akısı,i_hac_oranı,h_b_p_g
garan,3625272692,211772706.0,6.0,6.91
isctr,8141015876,-37758737.0,-0.0,-0.06
halkb,1808453427,87619057.0,5.0,1.05
vakbn,1091795319,-41352980.0,-4.0,-0.94
akbnk,9335103465,780251050.0,8.0,4.53
skbnk,365112116,63637223.0,17.0,0.77
albrk,97146257,1708602.0,2.0,0.11
ykbnk,7371355788,-883976281.0,-12.0,-3.0
hisse,t_is_hac,t_p_akısı,i_hac_oranı,h_b_p_g
alark,1579901378,84954551.0,5.0,5.02
arclk,289493641,-31796745.0,-11.0,-15.49
asels,5813964597,145624835.0,3.0,2.92
astor,2055214528,366406453.0,18.0,19.26
bimas,7517732063,107363880.0,1.0,6.65
ekgyo,2698461991,583626015.0,22.0,2.76
enkai,2275681324,145829705.0,6.0,4.09
eregl,3559835613,197171544.0,6.0,1.24
froto,2138887077,64033499.0,3.0,31.15
gubrf,874081165,-36783199.0,-4.0,-10.49
hekts,310064964,16280611.0,5.0,0.17
kchol,3982641937,-395228560.0,-10.0,-16.48
kozal,2662091827,500668809.0,19.0,4.82
kozaa,883071470,106962050.0,12.0,9.68
krdmd,1753844709,31724183.0,2.0,0.52
odas,305393489,20186571.0,7.000000000000001,0.33
petkm,722786064,19592557.0,3.0,0.46
pgsus,2138865394,-136655884.0,-6.0,-16.3
sahol,3312844327,157021398.0,5.0,4.0
sasa,1569588364,64629920.0,4.0,0.14
sise,997315434,51621746.0,5.0,1.95
tavhl,998436518,-109155985.0,-11.0,-27.57
tcell,4934396101,77300366.0,2.0,1.48
thyao,9560857987,67981656.0,1.0,2.21
toaso,1475857782,-123470693.0,-8.0,-14.65
tuprs,2459983458,230718793.0,9.0,13.25
hisse,t_is_hac,t_p_akısı,i_hac_oranı,h_b_p_g
tezol,81615760,-14580582.0,-18.0,-2.92
a1cap,34320128,2832854.0,8.0,0.39
adgyo,49743970,6546590.0,13.0,4.05
agrot,774019795,186015166.0,24.0,2.08
ahgaz,94326391,-10550100.0,-11.0,-2.36
akfye,75707421,-1740639.0,-2.0,-0.37
alfas,157847310,-6976770.0,-4.0,-2.17
asgyo,41592789,5497053.0,13.0,1.38
atakp,14998938,-582268.0,-4.0,-1.45
astor,2055214528,366406453.0,18.0,19.26
aztek,86640726,2970895.0,3.0,1.43
barma,23853213,-788729.0,-3.0,-0.54
begyo,388968385,31981614.0,8.0,1.18
bieny,140522556,-3037203.0,-2.0,-0.74
bigch,43541161,-1986954.0,-5.0,-1.17
binho,136962055,26066671.0,19.0,43.01
bmstl,99098949,-6030887.0,-6.0,-2.57
borls,111514277,-23316917.0,-21.0,-19.39
brkvy,114299854,1837173.0,2.0,0.9
bvsan,126115279,9073398.0,7.000000000000001,7.2
bydnr,25653575,-956776.0,-4.0,-0.74
cates,17993662,31159.0,0.0,0.05
conse,25521610,3448452.0,14.000000000000002,0.35
cvkmd,471456230,24299712.0,5.0,0.5
