tekno,19478239319.5,3709902205.9,19.0,25,10
gyo,13919498676.4,-46894810.8,-0.3,30,16
gyo,13919498676.4,-46894810.8,-0.3,30,16
banka,32943941673.0,2489037507.8,7.6,6,1
bist30,111491498962.4,13172503602.9,11.8,19,4
harz,30976941107.3,1489859651.6,4.8,64,31
bist500,168076566057.6,14832662207.6,8.8,258,131
enerji,10477453582.1,332839634.6,3.2,22,10
bist100,146091499492.2,15443653168.3,10.6,67,21
fonlar,450427836.7,-74007306.3,-16.4,8,2
fin_sigorta,2519960102.4,243894740.9,9.7,10,1
cim_ins,4019725245.5,107337706.8,2.7,14,9
bist_100_disi,45520416188.3,1132222832.5,2.5,208,114
