tekno,9571276035.8,-54635575.0,-0.6,19,17
gyo,11645273222.4,319986596.9,2.7,28,16
banka,24896303671.3,2532389434.4,10.2,7,1
bist30,60709790647.7,2334338247.5,3.8,18,8
harz,21859446633.8,384790832.0,1.8,51,44
bist500,120704561534.7,3318553520.4,2.7,234,161
enerji,12000799031.3,126519478.6,1.1,15,17
bist100,94818452932.2,4124233978.7,4.3,56,35
fonlar,337001316.6,-132580849.5,-39.3,6,4
fin_sigorta,2776368567.8,143430534.4,5.2,6,5
cim_ins,5968320915.0,-145293207.8,-2.4,13,10
bist_100_disi,47034330553.6,197704654.6,0.4,194,131
