tekno,13366425247.1,712914693.8,5.3,21,15
gyo,10174813150.3,979830723.3,9.6,27,19
banka,20072805703.4,-1024834151.4,-5.1,5,3
bist30,48544375579.0,5275914197.9,10.9,23,3
harz,19574227153.6,-48673550.6,-0.2,47,48
bist500,100126342816.7,6245667436.7,6.2,217,181
enerji,3172392072.5,-91060168.8,-2.9,11,21
bist100,69476337506.6,6332010247.7,9.1,60,32
fonlar,1325510743.4,315219903.0,23.8,7,4
fin_sigorta,4101791500.2,853697099.6,20.8,7,4
cim_ins,4544244964.5,208115282.8,4.6,13,10
bist_100_disi,44606429476.5,235047009.5,0.5,169,158
