hisse,t_is_hac,t_p_akısı,i_hac_oranı,h_b_p_g
hisse,t_is_hac,t_p_akısı,i_hac_oranı,h_b_p_g
hisse,t_is_hac,t_p_akısı,i_hac_oranı,h_b_p_g
garan,2524883284,-21118565.0,-1.0,-1.18
isctr,6212824625,227167118.0,4.0,0.5
halkb,2109344375,-156354215.0,-7.000000000000001,-2.75
vakbn,620118638,-13261981.0,-2.0,-0.65
akbnk,2897335089,401645449.0,14.000000000000002,9.64
skbnk,163872999,46385393.0,28.000000000000004,2.21
albrk,119756174,-3570125.0,-3.0,-0.23
ykbnk,3585032373,460454770.0,13.0,4.57
hisse,t_is_hac,t_p_akısı,i_hac_oranı,h_b_p_g
altny,214530486,3177342.0,1.0,0.22
asels,7900582317,1293396497.0,16.0,37.13
reedr,116344117,4710181.0,4.0,0.27
miatk,832792731,75327131.0,9.0,3.49
sdttr,67331633,444791.0,1.0,1.17
ingrm,10855676,-3298167.0,-30.0,-125.48
atatp,79663549,-5324754.0,-7.000000000000001,-8.86
alctl,20585987,-3278218.0,-16.0,-16.52
karel,32654160,4514240.0,14.000000000000002,1.16
aztek,11802868,-723176.0,-6.0,-0.25
httbt,19981496,3277920.0,16.0,6.82
logo,55750370,11894874.0,21.0,33.0
ardyz,188830833,35834123.0,19.0,6.18
indes,127804476,13663590.0,11.0,0.81
mobtl,86040163,13807011.0,16.0,1.4
penta,19055610,459958.0,2.0,0.31
netas,20555144,-891622.0,-4.0,-2.45
arena,10179765,-651030.0,-6.0,-1.69
escom,191085969,34934445.0,18.0,0.7
papil,79095462,-9018111.0,-11.0,-1.83
forte,112239152,-21520308.0,-19.0,-15.67
link,108886176,-18457599.0,-17.0,-36.71
vbtyz,33396663,-388371.0,-1.0,-0.19
fonet,35733945,1329564.0,4.0,0.1
mtrks,20169574,2343573.0,12.0,2.46
edata,405124849,-5007122.0,-1.0,-0.08
kfein,166635830,-10111038.0,-6.0,-0.54
pkart,45954458,-3045028.0,-7.000000000000001,-4.92
obase,5381198,-10687.0,-0.0,-0.06
kront,51827406,9999108.0,19.0,2.47
smart,47699716,-6973013.0,-15.0,-3.27
dgate,30208705,3119729.0,10.0,6.62
despc,35141692,-4741971.0,-13.0,-6.08
manas,84685086,-17407670.0,-21.0,-3.14
odine,154624554,15559230.0,10.0,30.32
patek,1130864866,-292334061.0,-26.0,-6.46
hisse,t_is_hac,t_p_akısı,i_hac_oranı,h_b_p_g
trgyo,292903133,67448944.0,23.0,16.4
ekgyo,1810290284,88311411.0,5.0,0.99
zrgyo,13043601,-476100.0,-4.0,-0.83
srvgy,89975023,-9142572.0,-10.0,-0.32
rygyo,23743632,6544818.0,28.000000000000004,5.65
isgyo,32337802,6494474.0,20.0,4.19
basgz,112480828,14961872.0,13.0,5.85
aksgy,34963951,17070935.0,49.0,3.61
ozkgy,44493997,-6077247.0,-14.000000000000002,-1.91
dggyo,1486002,462277.0,31.0,9.92
psgyo,246349929,24762223.0,10.0,0.25
yggyo,10443903,2771188.0,27.0,33.54
akmgy,2896681,-903177.0,-31.0,-60.81
asgyo,21146905,652008.0,3.0,0.33
hlgyo,43068734,6600666.0,15.0,0.57
adgyo,23863126,3503405.0,15.0,6.51
akfgy,226285686,-38146623.0,-17.0,-0.44
tsgyo,8883974,-563815.0,-6.0,-0.43
surgy,167952118,11754411.0,7.000000000000001,2.93
klgyo,40734423,-1895900.0,-5.0,-0.28
algyo,57398317,8720428.0,15.0,4.42
kzbgy,130560653,26593686.0,20.0,2.16
sngyo,72937814,2294870.0,3.0,0.14
vkgyo,48998785,6454942.0,13.0,0.33
pekgy,22074945675,-5797483138.0,-26.0,-3.73
