hisse,t_is_hac,t_p_akısı,i_hac_oranı,h_b_p_g
altny,206095172,-2821005.0,-1.0,-0.87
asels,5383649826,-505304975.0,-9.0,-19.39
reedr,96104049,7435367.0,8.0,0.56
miatk,536482173,93991795.0,18.0,6.74
sdttr,83794978,-32686.0,-0.0,-0.07
ingrm,15443060,2808107.0,18.0,76.17
atatp,137500964,-27524568.0,-20.0,-28.99
alctl,27242297,1205685.0,4.0,4.73
karel,28154296,55153.0,0.0,0.02
aztek,28165745,-58715.0,-0.0,-0.01
httbt,30303228,-5941829.0,-20.0,-8.65
logo,54694288,-3096682.0,-6.0,-8.98
ardyz,336154756,15248790.0,5.0,1.68
indes,24121904,-1073750.0,-4.0,-0.32
mobtl,49963486,6174946.0,12.0,1.04
penta,18528692,-2106008.0,-11.0,-1.58
netas,7934139,-876521.0,-11.0,-6.87
arena,17222864,1021346.0,6.0,1.68
escom,142526849,22495548.0,16.0,0.5
papil,633242127,32295867.0,5.0,0.86
forte,68390709,-10280313.0,-15.0,-12.13
link,207137438,-23639014.0,-11.0,-28.06
vbtyz,10839510,373818.0,3.0,0.55
fonet,270363403,12742018.0,5.0,0.14
mtrks,21461266,-5186995.0,-24.0,-5.8
edata,32630583,-5661963.0,-17.0,-0.95
kfein,27558480,6316768.0,23.0,2.08
pkart,4901373,-33872.0,-1.0,-0.49
obase,8378817,-947585.0,-11.0,-3.79
kront,18488626,3435608.0,19.0,2.47
smart,15520067,3272881.0,21.0,4.96
dgate,23831510,-3978996.0,-17.0,-10.12
despc,4942090,-867404.0,-18.0,-8.22
manas,71841693,0.0,0.0,0.0
odine,47948769,1165196.0,2.0,6.71
patek,427840779,-37831350.0,-9.0,-2.34
hisse,t_is_hac,t_p_akısı,i_hac_oranı,h_b_p_g
trgyo,140637739,34252735.0,24.0,18.21
ekgyo,3915146096,-167758348.0,-4.0,-0.89
zrgyo,12625914,3031774.0,24.0,5.51
srvgy,500721723,27977759.0,6.0,0.2
rygyo,20018130,6674855.0,33.0,7.16
isgyo,64279805,-3115582.0,-5.0,-0.99
basgz,104563311,69684527.0,67.0,28.12
aksgy,14389370,-1462908.0,-10.0,-0.76
ozkgy,20166996,-172556.0,-1.0,-0.13
dggyo,7291272,3855865.0,53.0,17.49
psgyo,289044056,-31546300.0,-11.0,-0.29
yggyo,5178879,1457142.0,28.000000000000004,36.42
akmgy,2922827,-209729.0,-7.000000000000001,-14.14
asgyo,44577524,-11188929.0,-25.0,-2.7
hlgyo,125397106,-21316573.0,-17.0,-0.66
