hisse,t_is_hac,t_p_akısı,i_hac_oranı,h_b_p_g
altny,220375235,-3611822.0,-2.0,-1.2
asels,5205391691,-489284576.0,-9.0,-20.3
reedr,373554071,22812669.0,6.0,0.66
miatk,630663469,-130811329.0,-21.0,-8.83
sdttr,125602909,466691.0,0.0,0.76
ingrm,17417072,2017378.0,12.0,50.91
atatp,394807491,-31767658.0,-8.0,-11.67
alctl,23523123,679386.0,3.0,3.43
karel,32474140,-4972033.0,-15.0,-1.38
aztek,62475346,-3778711.0,-6.0,-3.14
httbt,26503845,-56792.0,-0.0,-0.11
logo,42958385,-5365213.0,-12.0,-20.96
ardyz,62249628,-13316658.0,-21.0,-5.48
indes,35552592,-4129192.0,-12.0,-0.95
mobtl,111156958,1629513.0,1.0,0.11
penta,34927673,-4052932.0,-12.0,-1.8
netas,101846139,5672838.0,6.0,4.35
arena,20644293,-2470168.0,-12.0,-3.68
escom,37377042,-5793469.0,-16.0,-0.46
papil,93099726,-12279717.0,-13.0,-2.16
forte,28095281,-5676523.0,-20.0,-13.79
link,638758703,-99038974.0,-16.0,-56.7
vbtyz,22558108,3929554.0,17.0,3.34
fonet,81332778,-14836102.0,-18.0,-3.01
mtrks,16817833,-6708304.0,-40.0,-10.0
edata,28764822,834403.0,3.0,0.14
kfein,39879321,812261.0,2.0,0.19
pkart,15212301,-2598389.0,-17.0,-13.75
obase,8087672,-50603.0,-1.0,-0.23
kront,63986182,-14406655.0,-23.0,-3.37
smart,23611598,-1101661.0,-5.0,-1.18
dgate,23025357,-5673096.0,-25.0,-17.83
despc,28310223,-6096551.0,-22.0,-13.73
manas,44580870,-6180565.0,-14.000000000000002,-0.99
odine,99262839,4679076.0,5.0,7.38
patek,489999313,-73201936.0,-15.0,-4.64
hisse,t_is_hac,t_p_akısı,i_hac_oranı,h_b_p_g
trgyo,170307304,-58739952.0,-34.0,-26.12
ekgyo,4147006136,-824140138.0,-20.0,-3.95
zrgyo,14814091,-713666.0,-5.0,-1.08
srvgy,91271869,-15086992.0,-17.0,-0.53
rygyo,114178088,17558048.0,15.0,3.5
isgyo,135238584,-8763101.0,-6.0,-1.22
basgz,39568997,4099812.0,10.0,3.97
aksgy,38401927,-11201636.0,-28.999999999999996,-2.3
ozkgy,74914355,-72315.0,-0.0,-0.01
dggyo,2748703,-217418.0,-8.0,-2.62
psgyo,586235927,97619291.0,17.0,0.53
yggyo,67973356,22158185.0,33.0,47.35
akmgy,5835362,1480071.0,25.0,60.29
asgyo,121539324,-20685694.0,-17.0,-2.05
hlgyo,134747240,-23146194.0,-17.0,-0.64
adgyo,71385690,-10004133.0,-14.000000000000002,-7.09
akfgy,81241264,-8630596.0,-11.0,-0.28
tsgyo,36205432,5305726.0,15.0,1.16
surgy,76172894,-17479101.0,-23.0,-10.18
klgyo,112368114,-3668689.0,-3.0,-0.21
algyo,20896922,-626075.0,-3.0,-0.61
kzbgy,255626032,-27714590.0,-11.0,-1.74
sngyo,105888327,-8064938.0,-8.0,-0.35
vkgyo,59711795,-2297093.0,-4.0,-0.09
pekgy,2753985042,-192428179.0,-7.000000000000001,-0.58
fzlgy,68142450,-4074214.0,-6.0,-0.87
begyo,103731484,-6496231.0,-6.0,-0.36
segyo,16259929,1489668.0,9.0,0.41
tehol,1968264382,36193407.0,2.0,0.74
nugyo,22699633,-2953038.0,-13.0,-1.34
agyo,1741401,-523249.0,-30.0,-2.27
dzgyo,19290826,-2061416.0,-11.0,-0.77
msgyo,13288596,-133452.0,-1.0,-0.06
mrgyo,161181614,-29497900.0,-18.0,-0.58
krgyo,61589615,13677050.0,22.0,0.72
ozgyo,46057691,4057481.0,9.0,0.28
kgyo,47223146,2186232.0,5.0,0.18
ygyo,6648598,0.0,0.0,0.0
avgyo,117475542,-12691616.0,-11.0,-1.76
tdgyo,32310771,2412393.0,7.000000000000001,1.49
atagy,3496196,-1257876.0,-36.0,-5.09
idgyo,2574424,-136037.0,-5.0,-0.19
mhrgy,13760722,-996792.0,-7.000000000000001,-0.3
avpgy,83222108,-6930521.0,-8.0,-5.01
vrgyo,88453839,-4939671.0,-6.0,-0.18
kzgyo,14691748,1363301.0,9.0,2.15
eygyo,48091771,-891129.0,-2.0,-0.08
hisse,t_is_hac,t_p_akısı,i_hac_oranı,h_b_p_g
garan,5036612950,-1293744410.0,-26.0,-35.22
isctr,5635028339,-1359556940.0,-24.0,-3.27
halkb,2826659886,-57376596.0,-2.0,-0.59
vakbn,882859788,-74193395.0,-8.0,-2.19
akbnk,7756503536,-2317782251.0,-30.0,-18.11
skbnk,540488234,106458757.0,20.0,1.35
albrk,225417045,-68890882.0,-31.0,-2.46
ykbnk,8975455800,-202454975.0,-2.0,-0.75
hisse,t_is_hac,t_p_akısı,i_hac_oranı,h_b_p_g
alark,353275494,-21366292.0,-6.0,-4.86
arclk,270931249,-41253757.0,-15.0,-18.08
asels,5205391691,-489284576.0,-9.0,-20.3
astor,1568973564,-214978327.0,-14.000000000000002,-12.93
bimas,3191849827,-84133252.0,-3.0,-14.97
ekgyo,4147006136,-824140138.0,-20.0,-3.95
enkai,846731197,-89753340.0,-11.0,-7.5
eregl,3044812648,-249340389.0,-8.0,-2.41
froto,1306019508,-133421007.0,-10.0,-10.16
gubrf,674364568,-24893414.0,-4.0,-10.39
hekts,375864233,-34368719.0,-9.0,-0.32
kchol,4591152056,-593590805.0,-13.0,-22.06
kozal,3367551383,219032051.0,7.000000000000001,1.68
