tekno,4130645857.9,114024531.9,2.8,18,18
gyo,5954873482.2,-165578106.2,-2.8,22,25
banka,19081983760.2,-288330116.8,-1.5,5,4
bist30,47461419931.1,1562376587.1,3.3,13,12
harz,10958829954.4,-356762734.2,-3.3,44,51
bist500,80232398042.2,3357143080.3,4.2,209,188
enerji,4005364456.1,-122068774.2,-3.0,16,16
bist100,64974720475.3,2202039544.8,3.4,47,44
fonlar,1488094069.4,185755354.7,12.5,7,4
