tekno,17728089340.7,-1024217174.2,-5.8,4,32
gyo,15825886039.6,-1706450506.2,-10.8,10,36
banka,23943645491.4,-3453652869.1,-14.4,0,8
bist30,91787901908.3,-12463538193.4,-13.6,1,25
harz,44593402484.3,-4764176844.6,-10.7,9,86
bist500,153786568365.2,-16088879417.7,-10.5,56,338
enerji,11907653460.9,-1387474859.5,-11.7,3,29
bist100,136654342694.2,-16046984789.6,-11.7,5,87
fonlar,386608331.6,-34337480.8,-8.9,2,8
fin_sigorta,2203768546.3,-172809278.7,-7.8,1,10
cim_ins,3438279076.0,-222300113.9,-6.5,4,19
bist_100_disi,47145939219.2,-4815847124.8,-10.2,51,272
