tekno,17753499783.6,504843642.7,2.8,18,18
gyo,11972720310.3,-1144245878.8,-9.6,21,25
banka,32114659291.2,-3162676327.2,-9.8,1,7
harz,50192734701.1,-2791549768.7,-5.6,38,57
bist30,87438134688.7,-1634865098.1,-1.9,8,18
bist500,161577625709.8,-2508546036.6,-1.6,162,230
enerji,11792136607.7,-627522394.7,-5.3,12,19
bist100,130146489929.9,-3824763033.1,-2.9,30,62
fonlar,82584056.8,-37532997.4,-45.4,2,6
fin_sigorta,2057701782.3,139331400.4,6.8,7,4
cim_ins,2687397306.2,-137080227.8,-5.1,8,15
bist_100_disi,54009055059.1,-1007717475.8,-1.9,140,181
